1967-03-26	Paul VI	P6DEVELO.HTM	POPULORUM PROGRESSIO (On The Development Of Peoples)
1964-08-06	Paul VI	P6ECCLES.HTM	ECCLESIAM SUAM (Paths Of The Church)
1968-07-25	Paul VI	P6HUMANA.HTM	HUMANAE VITAE (On The Regulation Of Birth)
1775-12-25	Pius VI	P6INSCRU.HTM	INSCRUTABILE (On The Problems Of The Pontificate)
1066-01-01	Paul VI	P6MONTH.HTM	INCIPIT (Subject)
1967-06-24	Paul VI	P6SACERD.HTM	SACERDOTALIS CAELIBATUS (The Celibacy of the Priest)
1800-05-15	Pius VII	P7DIUSAT.HTM	DIU SATIS (On A Return To Gospel Principles)
1829-05-24	Pius VIII	P8TRADIT.HTM	TRADITI HUMILITATI (On His Program For The Pontificate)
1858-05-03	Pius IX	P9AMANT1.HTM	AMANTISSIMI REDEMPTORIS (On Priests And The Care Of Souls)
1862-04-08	Pius IX	P9AMANT2.HTM	AMANTISSIMUS (On The Care Of The Churches)
1854-08-01	Pius IX	P9APOSTO.HTM	APOSTOLICAE NOSTRAE CARITATIS (Urging Prayers For Peace)
1871-06-04	Pius IX	P9BENEFI.HTM	BENEFICIA DEI (On The Twenty-Fifth Anniversary Of His Pontificate)
1858-01-20	Pius IX	P9CUMNUP.HTM	CUM NUPER (On Care For Clerics)
1859-04-27	Pius IX	P9CUMSAN.HTM	CUM SANCTA MATER ECCLESIA (Pleading For Public Prayer)
1873-11-21	Pius IX	P9ETSIMU.HTM	ETSI MULTA (On The Church In Italy, Germany, And Switzerland)
1851-11-21	Pius IX	P9EXULTA.HTM	EXULTAVIT COR NOSTRUM (On The Effects Of The Jubilee)
1875-03-23	Pius IX	P9GRAVES.HTM	GRAVES AC DIUTURNAE (On The Church In Switzerland)
1874-12-24	Pius IX	P9GRAVIB.HTM	GRAVIBUS ECCLESIAE (Proclaiming A Jubilee For 1875)
1863-09-17	Pius IX	P9INCRED.HTM	INCREDIBILI (On Persecution in New Granada)
1853-03-21	Pius IX	P9INTERM.HTM	INTER MULTIPLICES (Pleading For Unity Of Spirit)
1867-10-21	Pius IX	P9LEVATE.HTM	LEVATE (On The Afflictions Of Church)
1864-08-18	Pius IX	P9MAXIMA.HTM	MAXIMAE QUIDEM (On The Church In Bavaria)
1865-09-30	Pius IX	P9MERIDI.HTM	MERIDIONALI AMERICAE (On The Seminary For Native Clergy)
1854-02-02	Pius IX	P9NEMINI.HTM	NEMINEM VESTRUM (On The Persecution Of Armenians)
1852-03-25	Pius IX	P9NEMOCE.HTM	NEMO CERTE IGNORAT (On Discipline For Clergy)
1849-12-08	Pius IX	P9NOSTIS.HTM	NOSTIS ET NOBISCUM (On The Church In The Pontifical States)
1860-01-19	Pius IX	P9NULLIS.HTM	NULLIS CERTE VERBIS (On The Need For Civil Sovereignty)
1874-05-13	Pius IX	P9OMNEMS.HTM	OMNEM SOLLICITUDINEM (On The Greek-Ruthenian Rite)
1854-03-20	Pius IX	P9OPTIM1.HTM	OPTIME NOSCITIS (On The Proposed Catholic University Of Ireland)
1855-11-05	Pius IX	P9OPTIM2.HTM	OPTIME NOSCITIS (On Episcopal Meetings)
1847-03-25	Pius IX	P9PRAEDE.HTM	PRAEDECESSORES NOSTROS (On Aid For Ireland)
1852-05-17	Pius IX	P9PROBEN.HTM	PROBE NOSCITIS VENERABILES (On The Discipline For Clergy)
1872-11-16	Pius IX	P9QUAEIN.HTM	QUAE IN PATRIARCHATU (On The Church In Chaldea)
1864-12-08	Pius IX	P9QUANTA.HTM	QUANTA CURA (Condemning Current Errors)
1863-08-10	Pius IX	P9QUANTO.HTM	QUANTO CONFICIAMUR MOERORE (On Promotion Of False Doctrines)
1873-01-06	Pius IX	P9QUARTU.HTM	QUARTUS SUPRA (On The Church In Armenia)
1859-06-18	Pius IX	P9QUINUP.HTM	QUI NUPER (On Pontifical States)
1846-11-09	Pius IX	P9QUIPLU.HTM	QUI PLURIBUS (On Faith And Religion)
1875-02-05	Pius IX	P9QUODNU.HTM	QUOD NUNQUAM (On The Church In Prussia)
1870-11-01	Pius IX	P9RESPIC.HTM	RESPICIENTES (Protesting The Taking Of The Pontifical States)
1871-08-05	Pius IX	P9SAEPEV.HTM	INCIPIT (Subject)
1856-03-17	Pius IX	P9SINGUL.HTM	SINGULARI QUIDEM (On The Church In Austria)
1871-05-15	Pius IX	P9UBINOS.HTM	UBI NOS (On Pontifical States)
1847-06-17	Pius IX	P9UBIPR1.HTM	UBI PRIMUM (On Discipline For Religious)
1849-02-02	Pius IX	P9UBIPR2.HTM	UBI PRIMUM (On The Immaculate Conception)
