2016-01-01	NOE	Christmas Octave:1 Jan (Mary, the Holy Mother of God & Circumcision of our Lord)
2016-01-02	NOE	Ss Basil the Great & Gregory Nazianzen, Bishops, Doctors
2016-01-03	NOE	CHRISTMAS II
2016-01-04	NOE	Christmastide:4 Jan
2016-01-05	NOE	Christmastide:5 Jan
2016-01-06	NOE	EPIPHANY OF OUR LORD
2016-01-07	NOE	Epiphanytide:7 Jan	St Raymond of Penyafort, Priest
2016-01-08	NOE	Epiphanytide:8 Jan
2016-01-09	NOE	Epiphanytide:9 Jan
2016-01-10	NOE	BAPTISM OF OUR LORD
2016-01-11	NOE	Ord Time I:Mon
2016-01-12	NOE	Ord Time I:Tue	St Aelred of Rievaulx, Abbot
2016-01-13	NOE	Ord Time I:Wed	St Hilary, Bishop, Doctor
2016-01-14	NOE	Ord Time I:Thu
2016-01-15	NOE	Ord Time I:Fri
2016-01-16	NOE	Ord Time I:Sat	Saturday memorial of our Lady
2016-01-17	NOE	ORDINARY TIME II
2016-01-18	NOE	Ord Time II:Mon
2016-01-19	NOE	Ord Time II:Tue	St Wulstan, Bishop, Religious
2016-01-20	NOE	Ord Time II:Wed	St Fabian, Pope, Martyr	St Sebastian, Martyr
2016-01-21	NOE	St Agnes, Virgin, Martyr
2016-01-22	NOE	Ord Time II:Fri	St Vincent, Deacon, Martyr
2016-01-23	NOE	Ord Time II:Sat	Saturday memorial of our Lady
2016-01-24	NOE	ORDINARY TIME III (Word of God)
2016-01-25	NOE	Conversion of St Paul, Apostle
2016-01-26	NOE	Ss Timothy & Titus, Bishops
2016-01-27	NOE	Ord Time III:Wed	St Angela Merici, Virgin
2016-01-28	NOE	St Thomas Aquinas, Priest, Doctor
2016-01-29	NOE	Ord Time III:Fri
2016-01-30	NOE	Ord Time III:Sat	Saturday memorial of our Lady
2016-01-31	NOE	ORDINARY TIME IV
2016-02-01	NOE	Ord Time IV:Mon
2016-02-02	NOE	Presentation of our Lord
2016-02-03	NOE	Ord Time IV:Wed	St Ansgar (Oscar), Bishop	St Blaise, Bishop, Martyr
2016-02-04	NOE	Ord Time IV:Thu
2016-02-05	NOE	St Agatha, Virgin, Martyr
2016-02-06	NOE	Ss Paul Miki & Companions, Martyrs
2016-02-07	NOE	ORDINARY TIME V
2016-02-08	NOE	Ord Time V:Mon	St Jerome Emilian	St Josephine Bakhita, Virgin
2016-02-09	NOE	Ord Time V:Tue
2016-02-10	NOE	Ash Wednesday
2016-02-11	NOE	Thursday after Ash Wednesday	Our Lady of Lourdes
2016-02-12	NOE	Friday after Ash Wednesday
2016-02-13	NOE	Saturday after Ash Wednesday
2016-02-14	NOE	LENT I
2016-02-15	NOE	Lent I:Mon
2016-02-16	NOE	Lent I:Tue
2016-02-17	NOE	Lent I:Wed	The Seven Holy Founders of the Servite Order
2016-02-18	NOE	Lent I:Thu
2016-02-19	NOE	Lent I:Fri
2016-02-20	NOE	Lent I:Sat
2016-02-21	NOE	LENT II
2016-02-22	NOE	St Peter's Chair
2016-02-23	NOE	Lent II:Tue	St Polycarp, Bishop, Martyr
2016-02-24	NOE	Lent II:Wed
2016-02-25	NOE	Lent II:Thu
2016-02-26	NOE	Lent II:Fri
2016-02-27	NOE	Lent II:Sat	St Gregory of Narek, Abbot, Doctor
2016-02-28	NOE	LENT III
2016-02-29	NOE	Lent III:Mon
2016-03-01	NOE	St David, Bishop
2016-03-02	NOE	Lent III:Wed
2016-03-03	NOE	Lent III:Thu
2016-03-04	NOE	Lent III:Fri	St Casimir
2016-03-05	NOE	Lent III:Sat
