2012-03-26	NOE	Annunciation of our Lord
2012-03-27	NOE	Lent V:Tue
2012-03-28	NOE	Lent V:Wed
2012-03-29	NOE	Lent V:Thu
2012-03-30	NOE	Lent V:Fri
2012-03-31	NOE	Lent V:Sat
2012-04-01	NOE	PALM SUNDAY
2012-04-02	NOE	Holy Monday
2012-04-03	NOE	Holy Tuesday
2012-04-04	NOE	Holy Wednesday (Spy Wednesday, Tenebrae)
2012-04-05	NOE	Maundy Thursday (Mass of the Lord's Supper)
2012-04-06	NOE	Good Friday (Mass of the Presanctified)
2012-04-07	NOE	Holy Saturday
2012-04-08	NOE	EASTER SUNDAY (Resurrection of our Lord)
2012-04-09	NOE	Easter Octave:Mon
2012-04-10	NOE	Easter Octave:Tue
2012-04-11	NOE	Easter Octave:Wed
2012-04-12	NOE	Easter Octave:Thu
2012-04-13	NOE	Easter Octave:Fri
2012-04-14	NOE	Easter Octave:Sat
2012-04-15	NOE	EASTER II (Divine Mercy)
2012-04-16	NOE	Eastertide II:Mon
2012-04-17	NOE	Eastertide II:Tue
2012-04-18	NOE	Eastertide II:Wed
2012-04-19	NOE	Eastertide II:Thu
2012-04-20	NOE	Eastertide II:Fri
2012-04-21	NOE	Eastertide II:Sat	St Anselm of Canterbury, Bishop, Doctor
2012-04-22	NOE	EASTER III
2012-04-23	NOE	St George, Martyr
2012-04-24	NOE	Eastertide III:Tue	St Fidelis of Sigmaringen, Priest, Martyr	St Adalbert of Prague, Bishop, Martyr
2012-04-25	NOE	St Mark, Evangelist
2012-04-26	NOE	Eastertide III:Thu
2012-04-27	NOE	Eastertide III:Fri
2012-04-28	NOE	Eastertide III:Sat	St Peter Chanel, Priest, Martyr	St Louis Marie Grignion de Montfort, Priest
2012-04-29	NOE	EASTER IV
2012-04-30	NOE	Eastertide IV:Mon	St Pius V, Pope
2012-05-01	NOE	Eastertide IV:Tue	St Joseph the Worker
2012-05-02	NOE	St Athanasius, Bishop, Doctor
2012-05-03	NOE	Ss Philip & James, Apostles
2012-05-04	NOE	English Martyrs
2012-05-05	NOE	Eastertide IV:Sat
2012-05-06	NOE	EASTER V (Rogation)
2012-05-07	NOE	Eastertide V:Mon
2012-05-08	NOE	Eastertide V:Tue
2012-05-09	NOE	Eastertide V:Wed
2012-05-10	NOE	Eastertide V:Thu	St John of Ávila, Priest, Doctor
2012-05-11	NOE	Eastertide V:Fri
2012-05-12	NOE	Eastertide V:Sat	Ss Nereus & Achilleus, Martyrs	St Pancras, Martyr
2012-05-13	NOE	EASTER VI
2012-05-14	NOE	St Matthias, Apostle
2012-05-15	NOE	Eastertide VI:Tue
2012-05-16	NOE	Eastertide VI:Wed
2012-05-17	NOE	ASCENSION OF OUR LORD
2012-05-18	NOE	Eastertide VI:Fri	St John I, Pope, Martyr
2012-05-19	NOE	Dedication of the Cathedral
2012-05-20	NOE	EASTER VII
2012-05-21	NOE	Ascensiontide I:Mon	St Christopher Magallanes & Companions, Martyrs
2012-05-22	NOE	Ascensiontide I:Tue	St Rita of Cascia
2012-05-23	NOE	Ascensiontide I:Wed
2012-05-24	NOE	Ascensiontide I:Thu
2012-05-25	NOE	St Bede the Venerable, Priest, Doctor
2012-05-26	NOE	St Philip Neri, Priest
2012-05-27	NOE	PENTECOST SUNDAY
2012-05-28	NOE	Pentecost Octave:Mon (Mary, Mother of the Church)
2012-05-29	NOE	Ord Time VIII:Tue	St Paul VI, Pope
2012-05-30	NOE	Ord Time VIII:Wed
2012-05-31	NOE	Pentecost Octave:Thu (Our Lord Jesus Christ the Eternal High Priest)
2012-06-01	NOE	St Justin, Martyr
2012-06-02	NOE	Ord Time VIII:Sat	Ss Marcellinus & Peter, Martyrs	Saturday memorial of our Lady
2012-06-03	NOE	TRINITY SUNDAY (Most Holy Trinity)
2012-06-04	NOE	Ord Time IX:Mon
2012-06-05	NOE	St Boniface, Bishop, Martyr
2012-06-06	NOE	Ord Time IX:Wed	St Norbert, Bishop
2012-06-07	NOE	Ord Time IX:Thu
2012-06-08	NOE	Ord Time IX:Fri
2012-06-09	NOE	Ord Time IX:Sat	St Ephraem, Deacon, Doctor	St Columba (Colum Cille), Abbot	Saturday memorial of our Lady
2012-06-10	NOE	CORPUS CHRISTI (Most Holy Body & Blood of Christ)
2012-06-11	NOE	St Barnabas, Apostle
2012-06-12	NOE	Ord Time X:Tue
2012-06-13	NOE	St Antony of Padua, Priest, Doctor
2012-06-14	NOE	Ord Time X:Thu
2012-06-15	NOE	Most Sacred Heart of Jesus
2012-06-16	NOE	Immaculate Heart of Mary
2012-06-17	NOE	ORDINARY TIME XI
2012-06-18	NOE	Ord Time XI:Mon
2012-06-19	NOE	Ord Time XI:Tue	St Romuald, Abbot
2012-06-20	NOE	Ord Time XI:Wed	St Alban,Protomartyr of England
2012-06-21	NOE	St Aloysius Gonzaga, Religious
2012-06-22	NOE	Ss John Fisher, Bishop, & Thomas More, Martyrs
2012-06-23	NOE	Ord Time XI:Sat	St Etheldreda (or Audrey), Abbess	Saturday memorial of our Lady
2012-06-24	NOE	Nativity of St John the Baptist
2012-06-25	NOE	Ord Time XII:Mon
2012-06-26	NOE	Ord Time XII:Tue
2012-06-27	NOE	Ord Time XII:Wed	St Cyril of Alexandria, Bishop, Doctor
2012-06-28	NOE	St Irenaeus, Bishop, Doctor, Martyr
2012-06-29	NOE	SS PETER & PAUL, APOSTLES
2012-06-30	NOE	Ord Time XII:Sat	First Martyrs of the See of Rome	Saturday memorial of our Lady
2012-07-01	NOE	ORDINARY TIME XIII
2012-07-02	NOE	Ord Time XIII:Mon
2012-07-03	NOE	St Thomas, Apostle
2012-07-04	NOE	Ord Time XIII:Wed	St Elizabeth of Portugal
2012-07-05	NOE	Ord Time XIII:Thu	St Antony Mary Zaccaria, Priest
2012-07-06	NOE	Ord Time XIII:Fri	St Maria Goretti, Virgin, Martyr
2012-07-07	NOE	Ord Time XIII:Sat	Saturday memorial of our Lady
2012-07-08	NOE	ORDINARY TIME XIV
2012-07-09	NOE	Ord Time XIV:Mon	St Augustine Zhao Rong & Companions, Martyrs
2012-07-10	NOE	Ord Time XIV:Tue
2012-07-11	NOE	St Benedict, Abbot, Co-Patron of Europe
2012-07-12	NOE	Ord Time XIV:Thu
2012-07-13	NOE	Ord Time XIV:Fri	St Henry
2012-07-14	NOE	Ord Time XIV:Sat	St Camillus of Lellis, Priest	Saturday memorial of our Lady
2012-07-15	NOE	ORDINARY TIME XV
2012-07-16	NOE	Ord Time XV:Mon	Our Lady of Mount Carmel
2012-07-17	NOE	St Bonaventure, Bishop, Doctor
2012-07-18	NOE	Ord Time XV:Wed
2012-07-19	NOE	Ord Time XV:Thu
2012-07-20	NOE	Ord Time XV:Fri	St Apollinaris, Bishop, Martyr
2012-07-21	NOE	Ord Time XV:Sat	St Laurence of Brindisi, Priest, Doctor	Saturday memorial of our Lady
2012-07-22	NOE	ORDINARY TIME XVI
2012-07-23	NOE	St Bridget of Sweden, Patroness of Europe
2012-07-24	NOE	Ord Time XVI:Tue	St Charbel Makhlouf, Priest
2012-07-25	NOE	St James, Apostle
2012-07-26	NOE	St Joachim & Saint Anne, parents of our Lady
2012-07-27	NOE	Ord Time XVI:Fri
2012-07-28	NOE	Ord Time XVI:Sat	Saturday memorial of our Lady
2012-07-29	NOE	ORDINARY TIME XVII
2012-07-30	NOE	Ord Time XVII:Mon	St Peter Chrysologus, Bishop, Doctor
2012-07-31	NOE	St Ignatius Loyola, Priest
2012-08-01	NOE	St Alphonsus Mary de' Liguori, Bishop, Doctor
2012-08-02	NOE	Ord Time XVII:Thu	St Eusebius of Vercelli, Bishop	St Peter Julian Eymard, Priest
2012-08-03	NOE	Ord Time XVII:Fri
2012-08-04	NOE	St John Mary Vianney, Priest
2012-08-05	NOE	ORDINARY TIME XVIII
2012-08-06	NOE	Transfiguration of our Lord
2012-08-07	NOE	Ord Time XVIII:Tue	Ss Sixtus II, Pope & Companions, Martyrs	St Cajetan, Priest
2012-08-08	NOE	St Dominic, Priest
2012-08-09	NOE	St Teresa Benedicta of the Cross (Edith Stein), Virgin, Martyr
2012-08-10	NOE	St Laurence, Deacon, Martyr
2012-08-11	NOE	St Clare, Virgin
2012-08-12	NOE	ORDINARY TIME XIX
2012-08-13	NOE	Ord Time XIX:Mon	Ss Pontian, Pope, & Hippolytus, Priest, Martyrs
2012-08-14	NOE	St Maximilian Kolbe, Priest, Martyr
2012-08-15	NOE	ASSUMPTION OF OUR LADY
2012-08-16	NOE	Ord Time XIX:Thu	St Stephen of Hungary
2012-08-17	NOE	Ord Time XIX:Fri
2012-08-18	NOE	Ord Time XIX:Sat	Saturday memorial of our Lady
2012-08-19	NOE	ORDINARY TIME XX
2012-08-20	NOE	St Bernard, Abbot, Doctor
2012-08-21	NOE	St Pius X, Pope
2012-08-22	NOE	Our Lady, Mother & Queen
2012-08-23	NOE	Ord Time XX:Thu	St Rose of Lima, Virgin
2012-08-24	NOE	St Bartholomew, Apostle
2012-08-25	NOE	Ord Time XX:Sat	St Louis	St Joseph of Calasanz, Priest	Saturday memorial of our Lady
2012-08-26	NOE	ORDINARY TIME XXI
2012-08-27	NOE	St Monica
2012-08-28	NOE	St Augustine, Bishop, Doctor
2012-08-29	NOE	Beheading of St John the Baptist
2012-08-30	NOE	Ord Time XXI:Thu	Ss Margaret Clitherow, Anne Line, & Margaret Ward, Martyrs
2012-08-31	NOE	Ord Time XXI:Fri	St Aidan, Bishop, Missionary, & of Ss of Lindisfarne
2012-09-01	NOE	Ord Time XXI:Sat	Saturday memorial of our Lady
2012-09-02	NOE	ORDINARY TIME XXII
2012-09-03	NOE	St Gregory the Great, Pope, Doctor
2012-09-04	NOE	Ord Time XXII:Tue	St Cuthbert, Bishop
2012-09-05	NOE	Ord Time XXII:Wed	St Teresa of Calcutta (Mother Teresa)
2012-09-06	NOE	Ord Time XXII:Thu
2012-09-07	NOE	Ord Time XXII:Fri
2012-09-08	NOE	Nativity of our Lady
2012-09-09	NOE	ORDINARY TIME XXIII
2012-09-10	NOE	Ord Time XXIII:Mon
2012-09-11	NOE	Ord Time XXIII:Tue
2012-09-12	NOE	Ord Time XXIII:Wed	Most Holy Name of Mary
2012-09-13	NOE	St John Chrysostom, Bishop, Doctor
2012-09-14	NOE	Exaltation of the Holy Cross
2012-09-15	NOE	Our Lady of Sorrows
2012-09-16	NOE	ORDINARY TIME XXIV
2012-09-17	NOE	Ord Time XXIV:Mon	St Robert Bellarmine, Bishop, Doctor	St Hildegard of Bingen, Virgin, Doctor
2012-09-18	NOE	Ord Time XXIV:Tue
2012-09-19	NOE	Ord Time XXIV:Wed	St Januarius, Bishop, Martyr	St Theodore of Tarsus, Archbishop of Canterbury
2012-09-20	NOE	Ss Andrew Kim Taegon, Priest, & Paul Chong Hasang & Companions, Martyrs
2012-09-21	NOE	St Matthew, Apostle, Evangelist
2012-09-22	NOE	Ord Time XXIV:Sat	Saturday memorial of our Lady
2012-09-23	NOE	ORDINARY TIME XXV
2012-09-24	NOE	Our Lady of Walsingham
2012-09-25	NOE	Ord Time XXV:Tue
2012-09-26	NOE	Ord Time XXV:Wed	Ss Cosmas & Damian, Martyrs
2012-09-27	NOE	St Vincent de Paul, Priest
2012-09-28	NOE	Ord Time XXV:Fri	St Wenceslaus, Martyr	Ss Laurence Ruiz & Companions, Martyrs
2012-09-29	NOE	Ss Michael, Gabriel & Raphael, Archangels
2012-09-30	NOE	ORDINARY TIME XXVI
2012-10-01	NOE	St Thérèse of the Child Jesus, Virgin, Doctor
2012-10-02	NOE	Holy Guardian Angels
2012-10-03	NOE	Ord Time XXVI:Wed
2012-10-04	NOE	St Francis of Assisi
2012-10-05	NOE	Ord Time XXVI:Fri	St Faustina Kowalska, Religious
2012-10-06	NOE	Ord Time XXVI:Sat	St Bruno, Priest	Saturday memorial of our Lady
2012-10-07	NOE	ORDINARY TIME XXVII
2012-10-08	NOE	Ord Time XXVII:Mon
2012-10-09	NOE	St John Henry Newman, Priest, Doctor
2012-10-10	NOE	Ord Time XXVII:Wed	Ss Denis, Bishop & Companions, Martyrs	St John Leonardi, Priest	St Paulinus of York, Bishop, Missionary
2012-10-11	NOE	Ord Time XXVII:Thu	St John XXIII, Pope
2012-10-12	NOE	Ord Time XXVII:Fri	St Wilfrid, Bishop, Missionary
2012-10-13	NOE	Ord Time XXVII:Sat	St Edward the Confessor, King	Saturday memorial of our Lady
2012-10-14	NOE	ORDINARY TIME XXVIII
2012-10-15	NOE	St Teresa of Ávila, Virgin, Doctor
2012-10-16	NOE	Ord Time XXVIII:Tue	St Hedwig, Religious	St Margaret Mary Alacoque, Virgin
2012-10-17	NOE	St Ignatius of Antioch, Bishop, Martyr
2012-10-18	NOE	St Luke, Evangelist
2012-10-19	NOE	Ord Time XXVIII:Fri	Ss John de Brébeuf & Isaac Jogues, Priests & Companions, Martyrs	St Paul of the Cross, Priest
2012-10-20	NOE	Ord Time XXVIII:Sat	Saturday memorial of our Lady
2012-10-21	NOE	ORDINARY TIME XXIX
2012-10-22	NOE	Ord Time XXIX:Mon	St John Paul II, Pope
2012-10-23	NOE	Ord Time XXIX:Tue	St John of Capistrano, Priest
2012-10-24	NOE	Ord Time XXIX:Wed	St Antony Mary Claret, Bishop
2012-10-25	NOE	Ord Time XXIX:Thu
2012-10-26	NOE	Ord Time XXIX:Fri	Ss Chad & Cedd, Bishops, Missionaries
2012-10-27	NOE	Ord Time XXIX:Sat	Saturday memorial of our Lady
2012-10-28	NOE	ORDINARY TIME XXX
2012-10-29	NOE	Ord Time XXX:Mon
2012-10-30	NOE	Ord Time XXX:Tue
2012-10-31	NOE	Ord Time XXX:Wed
2012-11-01	NOE	ALL SAINTS
2012-11-02	NOE	All Souls
2012-11-03	NOE	Ord Time XXX:Sat	St Martin de Porres, Religious	St Winifride, Virgin	Saturday memorial of our Lady
2012-11-04	NOE	ORDINARY TIME XXXI
2012-11-05	NOE	Ord Time XXXI:Mon
2012-11-06	NOE	Ord Time XXXI:Tue
2012-11-07	NOE	Ord Time XXXI:Wed	St Willibrord, Bishop, Missionary
2012-11-08	NOE	Ord Time XXXI:Thu
2012-11-09	NOE	Dedication of the Lateran Basilica
2012-11-10	NOE	St Leo the Great, Pope, Doctor
2012-11-11	NOE	ORDINARY TIME XXXII
2012-11-12	NOE	St Josaphat, Bishop, Martyr
2012-11-13	NOE	Ord Time XXXII:Tue
2012-11-14	NOE	Ord Time XXXII:Wed
2012-11-15	NOE	Ord Time XXXII:Thu	St Albert the Great, Bishop, Doctor
2012-11-16	NOE	St Edmund of Abingdon, Bishop
2012-11-17	NOE	Ord Time XXXII:Sat	St Elizabeth of Hungary, Religious	St Hilda of Whitby, Abbess	St Hugh of Lincoln, Bishop	Saturday memorial of our Lady
2012-11-18	NOE	ORDINARY TIME XXXIII
2012-11-19	NOE	Ord Time XXXIII:Mon
2012-11-20	NOE	Ord Time XXXIII:Tue
2012-11-21	NOE	Presentation of our Lady
2012-11-22	NOE	St Cecilia, Virgin, Martyr
2012-11-23	NOE	Ord Time XXXIII:Fri	St Clement I, Pope, Martyr	St Columbanus, Abbot, Missionary
2012-11-24	NOE	Ss Andrew Dũng-Lạc & Companions, Martyrs
2012-11-25	NOE	CHRIST THE KING
2012-11-26	NOE	Ord Time XXXIV:Mon
2012-11-27	NOE	Ord Time XXXIV:Tue
2012-11-28	NOE	Ord Time XXXIV:Wed
2012-11-29	NOE	Ord Time XXXIV:Thu
2012-11-30	NOE	St Andrew, Apostle
2012-12-01	NOE	Ord Time XXXIV:Sat	Saturday memorial of our Lady
2012-12-02	NOE	ADVENT I
2012-12-03	NOE	St Francis Xavier, Priest
2012-12-04	NOE	Advent I:Tue	St John Damascene, Priest, Doctor
2012-12-05	NOE	Advent I:Wed
2012-12-06	NOE	Advent I:Thu	St Nicholas, Bishop
2012-12-07	NOE	St Ambrose, Bishop, Doctor
2012-12-08	NOE	Immaculate Conception of our Lady
2012-12-09	NOE	ADVENT II
2012-12-10	NOE	Advent II:Mon	Our Lady of Loreto
2012-12-11	NOE	Advent II:Tue	St Damasus I, Pope
2012-12-12	NOE	Advent II:Wed	Our Lady of Guadalupe
2012-12-13	NOE	St Lucy, Virgin, Martyr
2012-12-14	NOE	St John of the Cross, Priest, Doctor
2012-12-15	NOE	Advent II:Sat
2012-12-16	NOE	ADVENT III (Gaudete)
2012-12-17	NOE	17 Dec:O Sapientia
2012-12-18	NOE	18 Dec:O Adonai
2012-12-19	NOE	19 Dec:O Radix Jesse
2012-12-20	NOE	20 Dec:O Clavis David
2012-12-21	NOE	21 Dec:O Oriens	St Peter Canisius, Priest, Doctor
2012-12-22	NOE	22 Dec:O Rex Gentium
2012-12-23	NOE	ADVENT IV (Rorate)
2012-12-24	NOE	24 Dec
2012-12-25	NOE	NATIVITY OF OUR LORD
2012-12-26	NOE	Christmas Octave:26 Dec	St Stephen, Protomartyr
2012-12-27	NOE	Christmas Octave:27 Dec	St John, Apostle, Evangelist
2012-12-28	NOE	Christmas Octave:28 Dec	Holy Innocents, Martyrs
2012-12-29	NOE	Christmas Octave:29 Dec	St Thomas Becket, Bishop, Martyr
2012-12-30	NOE	HOLY FAMILY
2012-12-31	NOE	Christmas Octave:31 Dec	St Sylvester I, Pope
