HymnID	HymnNoticeText	HymnalID	HymnNumber	HymnFirstLine	Metre	Tune	Occasion	Plainsong	Alternates
CH0638	CH638 Sent by the Lord	CH	638	Sent by the Lord
CH0639	CH639 Shalom, my friend	CH	639	Shalom, my friend
CH0640	CH640 Enemy of Apathy	CH	640	Enemy of Apathy
CH0640	CH640 She sits like a bird	CH	640	She sits like a bird
CH0641	CH641 Shepherd of souls, in love come feed us	CH	641	Shepherd of souls, in love come feed us
CH0642	CH642 Show me your ways	CH	642	Show me your ways
CH0643	CH643 Silent night	CH	643	Silent night
CH0644	CH644 Sing a new song unto the Lord	CH	644	Sing a new song unto the Lord
CH0645	CH645 Sing a new song to the Lord	CH	645	Sing a new song to the Lord
CH0646	CH646 Sing, all creation, sing to God in gladness!	CH	646	Sing, all creation, sing to God in gladness!
CH0647	CH647 Sing alleluia to the Lord	CH	647	Sing alleluia to the Lord
CH0648	CH648 Sing it in the valleys	CH	648	Sing it in the valleys
CH0649	CH649 Sing, my soul	CH	649	Sing, my soul
CH0650	CH650 Sing, my tongue, the glorious battle	CH	650	Sing, my tongue, the glorious battle
CH0651	CH651 Sing of Christ, proclaim his glory	CH	651	Sing of Christ, proclaim his glory
CH0652	CH652 Sing of Mary, pure and lowly	CH	652	Sing of Mary, pure and lowly
CH0653	CH653 Sing of the bride	CH	653	Sing of the bride
CH0654	CH654 Sing of the Lord's goodness	CH	654	Sing of the Lord's goodness
CH0655	CH655 Sing praises to the living God	CH	655	Sing praises to the living God
CH0656	CH656 Sing to the Bride	CH	656	Sing to the Bride
CH0657	CH657 Sing to the mountains	CH	657	Sing to the mountains
CH0658	CH658 Sing to the world of Christ	CH	658	Sing to the world of Christ
CH0659	CH659 Sing we of the blessèd mother	CH	659	Sing we of the blessèd mother
CH0660	CH660 Sleep, holy babe	CH	660	Sleep, holy babe
CH0661	CH661 Songs of thankfulness and praise	CH	661	Songs of thankfulness and praise
CH0662	CH662 Sons of God, hear his holy Word	CH	662	Sons of God, hear his holy Word
CH0663	CH663 Soul of my Saviour	CH	663	Soul of my Saviour
CH0664	CH664 Spirit of God, in the clear running water	CH	664	Spirit of God, in the clear running water
CH0665	CH665 Spirit of God within me	CH	665	Spirit of God within me
CH0666	CH666 Spirit of the living God	CH	666	Spirit of the living God
CH0667	CH667 Stand and stare not	CH	667	Stand and stare not
CH0668	CH668 Star of ocean, lead us	CH	668	Star of ocean, lead us
CH0669	CH669 Steal away to Jesus	CH	669	Steal away to Jesus
CH0670	CH670 Suffer little children	CH	670	Suffer little children
CH0671	CH671 Sing a new church	CH	671	Sing a new church
CH0671	CH671 Summoned by the God who made us	CH	671	Summoned by the God who made us
CH0672	CH672 Surrexit Christus	CH	672	Surrexit Christus
CH0673	CH673 Sweet heart of Jesus	CH	673	Sweet heart of Jesus
CH0674	CH674 Sweet sacrament divine	CH	674	Sweet sacrament divine
CH0675	CH675 Sweet Saviour, bless us ere we go	CH	675	Sweet Saviour, bless us ere we go
CH0676	CH676 Take my hands	CH	676	Take my hands
CH0677	CH677 Take my life	CH	677	Take my life
CH0678	CH678 Take our bread, we ask you	CH	678	Take our bread, we ask you
CH0679	CH679 Take the word of God with you	CH	679	Take the word of God with you
CH0680	CH680 Take this moment	CH	680	Take this moment
CH0681	CH681 Tantum ergo	CH	681	Tantum ergo
CH0682	CH682 Taste and see	CH	682	Taste and see
CH0683	CH683 Te Deum laudamus	CH	683	Te Deum laudamus
CH0684	CH684 Tell out my soul	CH	684	Tell out my soul
CH0685	CH685 Thank you for giving me the morning	CH	685	Thank you for giving me the morning
CH0686	CH686 The angel Gabriel	CH	686	The angel Gabriel
CH0687	CH687 The bakerwoman	CH	687	The bakerwoman
CH0688	CH688 The Church's one foundation	CH	688	The Church's one foundation
CH0689	CH689 The coming of our God	CH	689	The coming of our God
CH0690	CH690 The day of resurrection	CH	690	The day of resurrection
CH0691	CH691 The day thou gavest	CH	691	The day thou gavest
CH0692	CH692 The first Nowell	CH	692	The first Nowell
CH0693	CH693 The gift of the Holy Spirit	CH	693	The gift of the Holy Spirit
CH0694	CH694 The God, whom earth, and sea, and sky	CH	694	The God, whom earth, and sea, and sky
CH0695	CH695 The green life rises from the earth	CH	695	The green life rises from the earth
CH0696	CH696 The head that once was crowned	CH	696	The head that once was crowned
CH0697	CH697 The heav'nly Word, proceeding forth	CH	697	The heav'nly Word, proceeding forth
CH0698	CH698 The King of glory comes	CH	698	The King of glory comes
CH0699	CH699 The King of love my shepherd is	CH	699	The King of love my shepherd is
CH0700	CH700 The King shall come when morning	CH	700	The King shall come when morning
CH0701	CH701 The kingdom of God	CH	701	The kingdom of God
CH0702	CH702 The Kingdom of Heaven is yours	CH	702	The Kingdom of Heaven is yours
CH0703	CH703 The light of Christ	CH	703	The light of Christ
CH0704	CH704 The cry of the poor	CH	704	The cry of the poor
CH0704	CH704 The Lord hears the cry of the poor	CH	704	The Lord hears the cry of the poor
CH0705	CH705 The Lord is my shepherd (Richards)	CH	705	The Lord is my shepherd (Richards)
CH0706	CH706 The Lord's my shepherd (Irvive)	CH	706	The Lord's my shepherd (Irvive)
CH0707	CH707 The Magnificat	CH	707	The Magnificat
CH0708	CH708 The Mass is ended	CH	708	The Mass is ended
CH0709	CH709 The Master came to bring good news	CH	709	The Master came to bring good news
CH0710	CH710 The prophet, in his hunger	CH	710	The prophet, in his hunger
CH0711	CH711 The race that long in darkness	CH	711	The race that long in darkness
CH0712	CH712 The royal banners forward go	CH	712	The royal banners forward go
CH0713	CH713 The seed is Christ's	CH	713	The seed is Christ's
CH0714	CH714 The Spirit is moving	CH	714	The Spirit is moving
CH0715	CH715 Thanks be to God	CH	715	Thanks be to God
CH0716	CH716 The Spirit of the Lord	CH	716	The Spirit of the Lord
CH0717	CH717 The Virgin Mary had a baby boy	CH	717	The Virgin Mary had a baby boy
CH0718	CH718 The voice of God goes out through the world	CH	718	The voice of God goes out through the world
CH0719	CH719 The wandering flock of Israel	CH	719	The wandering flock of Israel
CH0720	CH720 More desired than gold	CH	720	More desired than gold
CH0720	CH720 The word of God is more desired than gold	CH	720	The word of God is more desired than gold
CH0721	CH721 There is a green hill far away	CH	721	There is a green hill far away
CH0722	CH722 There is a river that flows from God above	CH	722	There is a river that flows from God above
CH0723	CH723 There is a world	CH	723	There is a world
CH0724	CH724 There is one thing I ask	CH	724	There is one thing I ask
CH0725	CH725 There lived a man	CH	725	There lived a man
CH0726	CH726 Stay awake	CH	726	Stay awake
CH0726	CH726 There will be signs upon the sun	CH	726	There will be signs upon the sun
CH0727	CH727 They hung him on a cross	CH	727	They hung him on a cross
CH0728	CH728 Thine be the glory	CH	728	Thine be the glory
CH0729	CH729 This day God gives me	CH	729	This day God gives me
CH0730	CH730 This is my body, broken for you	CH	730	This is my body, broken for you
CH0731	CH731 This is the day	CH	731	This is the day
CH0732	CH732 This is my will, my one command	CH	732	This is my will, my one command
CH0733	CH733 This is the image of the Queen	CH	733	This is the image of the Queen
CH0734	CH734 This is what Yahweh asks of you	CH	734	This is what Yahweh asks of you
CH0735	CH735 This joyful Eastertide	CH	735	This joyful Eastertide
CH0736	CH736 This little light of mine	CH	736	This little light of mine
CH0737	CH737 Behold the Lamb of God (Willett)	CH	737	Behold the Lamb of God (Willett)
CH0737	CH737 Those who were in the dark	CH	737	Those who were in the dark
CH0738	CH738 Thou whose almighty Word	CH	738	Thou whose almighty Word
CH0739	CH739 Though the mountains may fall	CH	739	Though the mountains may fall
CH0740	CH740 Through all the changing scenes of life	CH	740	Through all the changing scenes of life
CH0741	CH741 Thy hand, O God, has guided	CH	741	Thy hand, O God, has guided
CH0742	CH742 To be the body of the Lord	CH	742	To be the body of the Lord
CH0743	CH743 To Christ the Lord of worlds we sing	CH	743	To Christ the Lord of worlds we sing
CH0744	CH744 To Christ, the Prince of Peace	CH	744	To Christ, the Prince of Peace
CH0745	CH745 To God be the glory	CH	745	To God be the glory
CH0746	CH746 To God with gladness sing	CH	746	To God with gladness sing
CH0747	CH747 To Jesus Christ, our sovereign King	CH	747	To Jesus Christ, our sovereign King
CH0748	CH748 To Jesus' Heart all burning	CH	748	To Jesus' Heart all burning
CH0749	CH749 To the name that brings salvation	CH	749	To the name that brings salvation
CH0750	CH750 Trust in the Lord	CH	750	Trust in the Lord
CH0751	CH751 Trust is in the eyes of a tiny babe	CH	751	Trust is in the eyes of a tiny babe
CH0752	CH752 Turn to me	CH	752	Turn to me
CH0753	CH753 Unite us, Lord, in peace	CH	753	Unite us, Lord, in peace
CH0754	CH754 Unless a grain of wheat	CH	754	Unless a grain of wheat
CH0755	CH755 Unto us is born a Son	CH	755	Unto us is born a Son
CH0756	CH756 Upon thy table	CH	756	Upon thy table
CH0757	CH757 Vaster far than any ocean	CH	757	Vaster far than any ocean
CH0758	CH758 Veni, Creator Spiritus	CH	758	Veni, Creator Spiritus
CH0759	CH759 Veni Sancte Spiritus	CH	759	Veni Sancte Spiritus
CH0760	CH760 Victimae paschali laudes	CH	760	Victimae paschali laudes
CH0761	CH761 Virgin, wholly marvellous	CH	761	Virgin, wholly marvellous
CH0762	CH762 Wait for the Lord	CH	762	Wait for the Lord
CH0763	CH763 Wake, O wake! with tidings thrilling	CH	763	Wake, O wake! with tidings thrilling
CH0764	CH764 Wake up! The dawn is near	CH	764	Wake up! The dawn is near
CH0765	CH765 Walk with me, oh my Lord	CH	765	Walk with me, oh my Lord
CH0766	CH766 We are bound for the promised land	CH	766	We are bound for the promised land
CH0767	CH767 We are gathering together unto him	CH	767	We are gathering together unto him
CH0768	CH768 Siyahamba	CH	768	Siyahamba
CH0768	CH768 We are marching in the light of God	CH	768	We are marching in the light of God
CH0769	CH769 We are one in the Spirit	CH	769	We are one in the Spirit
CH0770	CH770 We are your people	CH	770	We are your people
CH0771	CH771 We believe in God the Father (Kendrick)	CH	771	We believe in God the Father (Kendrick)
CH0772	CH772 We cannot measure	CH	772	We cannot measure
CH0773	CH773 We celebrate this festive day	CH	773	We celebrate this festive day
CH0774	CH774 Song of the Body of Christ	CH	774	Song of the Body of Christ
CH0774	CH774 We come to share our story	CH	774	We come to share our story
CH0775	CH775 We cry 'Hosanna, Lord!'	CH	775	We cry 'Hosanna, Lord!'
CH0776	CH776 We gather together as brothers and sisters	CH	776	We gather together as brothers and sisters
CH0777	CH777 We give God thanks	CH	777	We give God thanks
CH0778	CH778 We have a gospel to proclaim	CH	778	We have a gospel to proclaim
CH0779	CH779 We have been told	CH	779	We have been told
CH0780	CH780 Earthen Vessels	CH	780	Earthen Vessels
CH0780	CH780 We hold a treasure	CH	780	We hold a treasure
CH0781	CH781 Now we remain	CH	781	Now we remain
CH0781	CH781 We hold the death of the Lord	CH	781	We hold the death of the Lord
CH0782	CH782 We plough the fields, and scatter	CH	782	We plough the fields, and scatter
CH0783	CH783 We praise you and thank you	CH	783	We praise you and thank you
CH0784	CH784 We praise you, Father, for your gift	CH	784	We praise you, Father, for your gift
CH0785	CH785 Te Deum	CH	785	Te Deum
CH0785	CH785 We praise you, God, confessing you as Lord	CH	785	We praise you, God, confessing you as Lord
CH0786	CH786 We shall overcome	CH	786	We shall overcome
CH0787	CH787 We shall draw water joyfully	CH	787	We shall draw water joyfully
CH0788	CH788 We three Kings of Orient are	CH	788	We three Kings of Orient are
CH0789	CH789 We walk by faith	CH	789	We walk by faith
CH0790	CH790 We will walk through the valley	CH	790	We will walk through the valley
CH0791	CH791 Were you there when they crucified my Lord?	CH	791	Were you there when they crucified my Lord?
CH0792	CH792 Welcome, all ye noble saints	CH	792	Welcome, all ye noble saints
CH0793	CH793 What can we offer you	CH	793	What can we offer you
CH0794	CH794 What child is this?	CH	794	What child is this?
CH0795	CH795 Servant Song	CH	795	Servant Song
CH0795	CH795 What do you want of me	CH	795	What do you want of me
CH0796	CH796 What does the Lord require	CH	796	What does the Lord require
CH0797	CH797 What is this place?	CH	797	What is this place?
CH0798	CH798 What wondrous love is this	CH	798	What wondrous love is this
CH0799	CH799 Whatsoever you do	CH	799	Whatsoever you do
CH0800	CH800 When I needed a neighbour	CH	800	When I needed a neighbour
CH0801	CH801 When I survey the wondrous cross	CH	801	When I survey the wondrous cross
CH0802	CH802 When, in our music, God is glorified	CH	802	When, in our music, God is glorified
CH0803	CH803 When Israel was in Egypt's land	CH	803	When Israel was in Egypt's land
CH0804	CH804 When John baptised by Jordan's river	CH	804	When John baptised by Jordan's river
CH0805	CH805 When morning gilds the skies	CH	805	When morning gilds the skies
CH0806	CH806 When the King shall come again	CH	806	When the King shall come again
CH0807	CH807 When the time came to stretch out his arms	CH	807	When the time came to stretch out his arms
CH0808	CH808 Where are you bound, Mary?	CH	808	Where are you bound, Mary?
CH0809	CH809 Where is love and loving-kindness	CH	809	Where is love and loving-kindness
CH0810	CH810 While shepherds watched their flocks	CH	810	While shepherds watched their flocks
CH0811	CH811 Who honours courage here	CH	811	Who honours courage here
CH0812	CH812 The Summons	CH	812	The Summons
CH0812	CH812 Will you come and follow me	CH	812	Will you come and follow me
CH0813	CH813 The Servant Song	CH	813	The Servant Song
CH0813	CH813 Will you let me be your servant	CH	813	Will you let me be your servant
CH0814	CH814 With a song in our hearts	CH	814	With a song in our hearts
CH0815	CH815 With open hands, we come before you	CH	815	With open hands, we come before you
CH0816	CH816 O Lord, I know you are near	CH	816	O Lord, I know you are near
CH0816	CH816 You are near	CH	816	You are near
CH0817	CH817 O Lord, you are my strength	CH	817	O Lord, you are my strength
CH0818	CH818 Ye choirs of new Jerusalem	CH	818	Ye choirs of new Jerusalem
CH0819	CH819 Ye servants of God, your master proclaim	CH	819	Ye servants of God, your master proclaim
CH0820	CH820 Ye sons and daughters of the Lord	CH	820	Ye sons and daughters of the Lord
CH0821	CH821 Bring forth the Kingdom	CH	821	Bring forth the Kingdom
CH0821	CH821 You are salt for the earth	CH	821	You are salt for the earth
CH0822	CH822 You are the King of glory	CH	822	You are the King of glory
CH0823	CH823 You are the Lord	CH	823	You are the Lord
CH0824	CH824 You are the Vine	CH	824	You are the Vine
CH0825	CH825 You have put on Christ	CH	825	You have put on Christ
CH0826	CH826 You, Israel, return now	CH	826	You, Israel, return now
CH0827	CH827 Deliver us O Lord	CH	827	Deliver us O Lord
CH0827	CH827 You lead us O Lord from our bondage	CH	827	You lead us O Lord from our bondage
CH0828	CH828 You must cry out the Word	CH	828	You must cry out the Word
CH0829	CH829 You sat down at the right hand	CH	829	You sat down at the right hand
CH0830	CH830 Be not afraid	CH	830	Be not afraid
CH0830	CH830 You shall cross the barren desert	CH	830	You shall cross the barren desert
CH0831	CH831 You shall go out with joy	CH	831	You shall go out with joy
CH0832	CH832 On eagle's wings	CH	832	On eagle's wings
CH0832	CH832 You who dwell in the shelter of the Lord	CH	832	You who dwell in the shelter of the Lord
CH0833	CH833 God save our gracious Queen	CH	833	God save our gracious Queen
CH0835	CH835 A mighty God is the Lord	CH	835	A mighty God is the Lord
CH0837	CH837 Praise the Lord from the heavens	CH	837	Praise the Lord from the heavens
CH0842	CH842 O gracious Light, Lord Jesus Christ	CH	842	O gracious Light, Lord Jesus Christ
CH0844	CH844 O Lord, let my prayer rise before you	CH	844	O Lord, let my prayer rise before you
CH0845	CH845 The earth trembled before the Lord	CH	845	The earth trembled before the Lord
CH0846	CH846 Lord our God, merciful and loving	CH	846	Lord our God, merciful and loving
CH0847	CH847 The Lord is King	CH	847	The Lord is King
CH0848	CH848 Ours were the griefs he bore	CH	848	Ours were the griefs he bore
CH0849	CH849 My soul glorifies the Lord	CH	849	My soul glorifies the Lord
CH0852	CH852 When I call, answer me	CH	852	When I call, answer me
CH0853	CH853 O come, bless the Lord	CH	853	O come, bless the Lord
CH0857	CH857 Adeste Fideles	CH	857	Adeste Fideles
CH0858	CH858 All over the world	CH	858	All over the world
CH0859	CH859 As I kneel before you	CH	859	As I kneel before you
CH0860	CH860 Blest be the Lord (The Benedictus)	CH	860	Blest be the Lord (The Benedictus)
CH0860	CH860 The Benedictus	CH	860	The Benedictus
CH0861	CH861 Bread I bring	CH	861	Bread I bring
CH0862	CH862 Bread of life, truth eternal	CH	862	Bread of life, truth eternal
CH0863	CH863 Broken for me	CH	863	Broken for me
CH0864	CH864 Children of God	CH	864	Children of God
CH0865	CH865 Come let us go	CH	865	Come let us go
CH0866	CH866 Come to the feast	CH	866	Come to the feast
CH0867	CH867 Faithful One	CH	867	Faithful One
CH0868	CH868 Father God I wonder	CH	868	Father God I wonder
CH0869	CH869 Father, I know (Song to the Trinity)	CH	869	Father, I know (Song to the Trinity)
CH0869	CH869 Song to the Trinity	CH	869	Song to the Trinity
CH0870	CH870 Gifts of bread and wine	CH	870	Gifts of bread and wine
CH0871	CH871 God to enfold you	CH	871	God to enfold you
CH0872	CH872 Going home	CH	872	Going home
CH0873	CH873 Holy Spirit we welcome you	CH	873	Holy Spirit we welcome you
CH0874	CH874 I cannot tell	CH	874	I cannot tell
CH0875	CH875 I know that my Redeemer lives	CH	875	I know that my Redeemer lives
CH0876	CH876 His tender love	CH	876	His tender love
CH0876	CH876 I will call upon the Lord (His tender love)	CH	876	I will call upon the Lord (His tender love)
CH0877	CH877 I will call upon the Lord who is worthy	CH	877	I will call upon the Lord who is worthy
CH0878	CH878 If we are living, we are in the Lord	CH	878	If we are living, we are in the Lord
CH0879	CH879 In God's good time	CH	879	In God's good time
CH0880	CH880 Into the family of God	CH	880	Into the family of God
CH0881	CH881 Jesus be the centre	CH	881	Jesus be the centre
CH0882	CH882 Holy and annointed One	CH	882	Holy and annointed One
CH0882	CH882 Jesus, Jesus (Holy and anointed one)	CH	882	Jesus, Jesus (Holy and anointed one)
CH0883	CH883 Jesus, name above all names	CH	883	Jesus, name above all names
CH0884	CH884 Jesus put this song into our hearts	CH	884	Jesus put this song into our hearts
CH0885	CH885 Laudate, laudate Dominum	CH	885	Laudate, laudate Dominum
CH0886	CH886 Lead me Lord	CH	886	Lead me Lord
CH0887	CH887 Let us go forth in the peace of Christ	CH	887	Let us go forth in the peace of Christ
CH0888	CH888 Let your living water flow	CH	888	Let your living water flow
CH0889	CH889 Like a shepherd I will feed you (We will rise again)	CH	889	Like a shepherd I will feed you (We will rise again)
CH0889	CH889 We will rise again	CH	889	We will rise again
CH0890	CH890 Listen, let your heart keep seeking	CH	890	Listen, let your heart keep seeking
CH0891	CH891 Christ be our Light	CH	891	Christ be our Light
CH0891	CH891 Longing for light (Christ be our Light)	CH	891	Longing for light (Christ be our Light)
CH0892	CH892 Lord of all creation	CH	892	Lord of all creation
CH0893	CH893 Lord of life	CH	893	Lord of life
CH0894	CH894 May God the Father (May flights of angels)	CH	894	May God the Father (May flights of angels)
CH0895	CH895 My Jesus, my Saviour	CH	895	My Jesus, my Saviour
CH0896	CH896 Nearer my God to thee	CH	896	Nearer my God to thee
CH0897	CH897 Now let your servant go in peace	CH	897	Now let your servant go in peace
CH0898	CH898 O God, you search me	CH	898	O God, you search me
CH0899	CH899 O let the Son of God enfold you	CH	899	O let the Son of God enfold you
CH0900	CH900 O Lord your tenderness	CH	900	O Lord your tenderness
CH0901	CH901 One more step along the world I go	CH	901	One more step along the world I go
CH0902	CH902 Only by grace	CH	902	Only by grace
CH0903	CH903 Lord reign in me	CH	903	Lord reign in me
CH0903	CH903 Over all the earth (Lord, reign in me)	CH	903	Over all the earth (Lord, reign in me)
CH0904	CH904 Prepare the way	CH	904	Prepare the way
CH0905	CH905 Return to God	CH	905	Return to God
CH0906	CH906 Rise and shine	CH	906	Rise and shine
CH0907	CH907 See Him lying on a bed of straw	CH	907	See Him lying on a bed of straw
CH0908	CH908 Share the light of Jesus	CH	908	Share the light of Jesus
CH0909	CH909 Spirit of God, rest on your people	CH	909	Spirit of God, rest on your people
CH0910	CH910 Such love	CH	910	Such love
CH0911	CH911 Take me, Lord	CH	911	Take me, Lord
CH0912	CH912 The heavens are telling	CH	912	The heavens are telling
CH0913	CH913 The Lord's my shepherd (Bain)	CH	913	The Lord's my shepherd (Bain)
CH0914	CH914 The Spirit lives (Walk in the light)	CH	914	The Spirit lives (Walk in the light)
CH0914	CH914 Walk in the Light	CH	914	Walk in the Light
CH0915	CH915 There is a longing	CH	915	There is a longing
CH0916	CH916 Jubilee Song	CH	916	Jubilee Song
CH0916	CH916 We are young (Jubilee song)	CH	916	We are young (Jubilee song)
CH0917	CH917 We bring to you this bread and wine	CH	917	We bring to you this bread and wine
CH0918	CH918 What shall we give	CH	918	What shall we give
CH0919	CH919 When my mind is still (I hear your voice)	CH	919	When my mind is still (I hear your voice)
CH0920	CH920 Kyrie, eleison I (Berthier)	CH	920	Kyrie, eleison I (Berthier)
CH0923	CH923 Kyrie, elesion (Russian)	CH	923	Kyrie, elesion (Russian)
CH0924	CH924 Gloria Tintinnabuli (Geary)	CH	924	Gloria Tintinnabuli (Geary)
CH0928	CH928 Gospel Greeting	CH	928	Gospel Greeting
CH0929	CH929 Millennium Alleluia	CH	929	Millennium Alleluia
CH0930	CH930 Sing praises to the Lord	CH	930	Sing praises to the Lord
CH0930	CH930 Song of welcome for the Word	CH	930	Song of welcome for the Word
CH0931	CH931 Alleluia Gaudete (Walker)	CH	931	Alleluia Gaudete (Walker)
CH0932	CH932 Halle, Halle, Halle	CH	932	Halle, Halle, Halle
CH0935	CH935 Hear our prayer (Sands)	CH	935	Hear our prayer (Sands)
CH0936	CH936 Millennium Mass	CH	936	Millennium Mass
CH0951	CH951 Lord's Prayer, The (Russian Our Father)	CH	951	Lord's Prayer, The (Russian Our Father)
CH0951	CH951 Our Father (Russian Our Father)	CH	951	Our Father (Russian Our Father)
CH0952	CH952 Celtic Mass (Our Father)	CH	952	Celtic Mass (Our Father)
CH0952	CH952 Our Father (Celtic Mass)	CH	952	Our Father (Celtic Mass)
CH0964	CH964 St. Anne's Mass	CH	964	St. Anne's Mass
CH0967	CH967 Missal Chants (M1-M9)	CH	967	Missal Chants (M1-M9)
CH1010	CH1010 Blessed be Jesus (Make us a sign)	CH	1010	Blessed be Jesus (Make us a sign)
CH1011	CH1011 Gloria! Gloria! Gloria! (Salazar)	CH	1011	Gloria! Gloria! Gloria! (Salazar)
CH1012	CH1012 Gloria, gloria, in excelsis Deo (Anderson)	CH	1012	Gloria, gloria, in excelsis Deo (Anderson)
CH1013	CH1013 Gloria, gloria, in excelsis Deo! (Gloria III)	CH	1013	Gloria, gloria, in excelsis Deo! (Gloria III)
CH1014	CH1014 We sing hosanna	CH	1014	We sing hosanna
CH1015	CH1015 We sing your glory	CH	1015	We sing your glory
CH1016	CH1016 Holy Name Communion Song	CH	1016	Holy Name Communion Song
CH1016	CH1016 Jesus Christ, Lamb of God (Sands)	CH	1016	Jesus Christ, Lamb of God (Sands)
CH1017	CH1017 Communion Song 3	CH	1017	Communion Song 3
CH1017	CH1017 Jesus, Lamb of God and source of life	CH	1017	Jesus, Lamb of God and source of life
CH1018	CH1018 Jesus, Lamb of God, bearer of our sin (Farrell)	CH	1018	Jesus, Lamb of God, bearer of our sin (Farrell)
CH1019	CH1019 Jesus, Lamb of God, Bread of Life (Inwood)	CH	1019	Jesus, Lamb of God, Bread of Life (Inwood)
CH1020	CH1020 Jesus, Lamb of God, you take away the sins of the world (Haugen)	CH	1020	Jesus, Lamb of God, you take away the sins of the world (Haugen)
CH1021	CH1021 Communion Song 4	CH	1021	Communion Song 4
CH1021	CH1021 Jesus, Lamb of God, have mercy	CH	1021	Jesus, Lamb of God, have mercy
CH1022	CH1022 Loving Saviour, bread of life	CH	1022	Loving Saviour, bread of life
CH1023	CH1023 May God bless and keep you	CH	1023	May God bless and keep you
CH1024	CH1024 We believe in God the Father (Walker)	CH	1024	We believe in God the Father (Walker)
CH1025	CH1025 We believe in one God (Walker)	CH	1025	We believe in one God (Walker)
CH422-424	CH422-424 Bakhita Acclamations	CH	422-424	Bakhita Acclamations
CH425-427	CH425-427 Coventry Acclamations	CH	425-427	Coventry Acclamations
CH428-432	CH428-432 Mass of Hope (Farrell)	CH	428-432	Mass of Hope (Farrell)
CH433-437	CH433-437 Gathering Mass (Eucharistic Acclamations)	CH	433-437	Gathering Mass (Eucharistic Acclamations)
CH439-441	CH439-441 Mass of Creation (Eucharistic Acclamations)	CH	439-441	Mass of Creation (Eucharistic Acclamations)
CH442-446	CH442-446 Lenten Acclamations	CH	442-446	Lenten Acclamations
CH447-451	CH447-451 Spring Sanctus Acclamations	CH	447-451	Spring Sanctus Acclamations
CH459-466	CH459-466 New People's Mass, A	CH	459-466	New People's Mass, A
CH856A	CH856A Adoramus in Aeternum	CH	856A	Adoramus in Aeternum
CH859A	CH859A Behold the Lamb of God (Stanley)	CH	859A	Behold the Lamb of God (Stanley)
CH924-927c	CH924-927c Glory to God in the highest (Glorias)	CH	924-927c	Glory to God in the highest (Glorias)
CH927a	CH927a Plymouth Mass Gloria	CH	927a	Plymouth Mass Gloria
CH927b	CH927b Mass of St Luke the Evangelist (Gloria)	CH	927b	Mass of St Luke the Evangelist (Gloria)
CH927c	CH927c Pershore Mass Gloria	CH	927c	Pershore Mass Gloria
CH939-941	CH939-941 Eucharistic Acclamations 2	CH	939-941	Eucharistic Acclamations 2
CH942-944	CH942-944 In Pace' Acclamations	CH	942-944	In Pace' Acclamations
CH957-963	CH957-963 Mass for All Saints	CH	957-963	Mass for All Saints
CH964a-964h	CH964a-964h Mass of Peace (Bodley)	CH	964a-964h	Mass of Peace (Bodley)
CH965a-965h	CH965a-965h Mass of St Bernadette	CH	965a-965h	Mass of St Bernadette
CH966a-966h	CH966a-966h New Celtic Liturgy	CH	966a-966h	New Celtic Liturgy
CH967a-967m	CH967a-967m Psallite Mass	CH	967a-967m	Psallite Mass
CH967e	CH967e Nicene Creed (Psallite Mass)	CH	967e	Nicene Creed (Psallite Mass)
CH967f	CH967f Apostle's Creed (Psallite Mass)	CH	967f	Apostle's Creed (Psallite Mass)
EH001	EH1 Creator of the stars of night	EH	1	Creator of the stars of night	L.M.	Plainsong	Advent	P
EH002	EH2 High Word of God, who once didst come	EH	2	High Word of God, who once didst come	L.M.	Verbum supernum	Advent	P
EH003	EH3 Behold the Bridegroom cometh in the middle of the night	EH	3	Behold the Bridegroom cometh in the middle of the night	D.C.M.	Second Mode Melody	Advent
EH004	EH4 Great God, what do I see and hear!	EH	4	Great God, what do I see and hear!	87.87.887.	Luther’s Hymn (Nun freut euch)	Advent
EH005	EH5 Hark! a herald voice is calling:	EH	5	Hark! a herald voice is calling:	87.87.	Merton	Advent
EH006	EH6 Hark the glad sound! the Saviour comes	EH	6	Hark the glad sound! the Saviour comes	C.M.	Bristol	Advent
EH007	EH7 Lo! he comes with clouds descending	EH	7	Lo! he comes with clouds descending	87.87.47.	Helmsley	Advent
EH008	EH8 O come, O come Emmanuel!	EH	8	O come, O come Emmanuel!	88.88.88.	Veni Emmanuel	Advent		App. 24
EH009	EH9 On Jordan’s bank the Baptist’s cry	EH	9	On Jordan’s bank the Baptist’s cry	L.M.	Winchester New	Advent
EH010	EH10 Saviour eternal! Health and life of the world unfailing	EH	10	Saviour eternal! Health and life of the world unfailing		Plainsong	Advent	P
EH011	EH11 The advent of our God	EH	11	The advent of our God	S.M.	St. Thomas	Advent
EH012	EH12 Wake, O wake! with tidings thrilling	EH	12	Wake, O wake! with tidings thrilling	898.898.665.88.	Wachet auf!	Advent
EH013	EH13 When came in flesh the incarnate Word	EH	13	When came in flesh the incarnate Word	C.M.	Walsall	Advent
EH014	EH14 Come, thou Redeemer of the earth	EH	14	Come, thou Redeemer of the earth	L.M.	Puer nobis nascitur	Christmas Eve	P
EH015	EH15 O little town of Bethlehem	EH	15	O little town of Bethlehem	D.C.M. Words irreg.	Forest Green	Christmas Eve
EH016	EH16 The Maker of the sun and moon	EH	16	The Maker of the sun and moon	C.M.	Newbury	Christmas Eve
