Date	DOW	Rite	PropersID_Selected	PropersID_Alt	PropersID_Default	PropersID_Option1	PropersID_Option2	PropersID_Option3	PropersID_Option4	BlankColumn
2028-01-01	Sat	NOE	Mary, Mother of God		Mary, Mother of God
2028-01-02	Sun	NOE	CHRISTMAS II		CHRISTMAS II
2028-01-03	Mon	NOE	3 Jan:Most Holy Name of Jesus		3 Jan:Most Holy Name of Jesus
2028-01-04	Tue	NOE	4 Jan		4 Jan
2028-01-05	Wed	NOE	5 Jan		5 Jan
2028-01-06	Thu	NOE	EPIPHANY OF THE LORD		EPIPHANY OF THE LORD
2028-01-07	Fri	NOE	7 Jan		7 Jan	St Raymond of Penyafort, Priest
2028-01-08	Sat	NOE	8 Jan		8 Jan
2028-01-09	Sun	NOE	BAPTISM OF THE LORD		BAPTISM OF THE LORD
2028-01-10	Mon	NOE	Ord Time I:Mon		Ord Time I:Mon
2028-01-11	Tue	NOE	Ord Time I:Tue		Ord Time I:Tue
2028-01-12	Wed	NOE	Ord Time I:Wed		Ord Time I:Wed	St Aelred of Rievaulx, Abbot
2028-01-13	Thu	NOE	Ord Time I:Thu		Ord Time I:Thu	St Hilary of Poitiers, Bishop, Doctor
2028-01-14	Fri	NOE	Ord Time I:Fri		Ord Time I:Fri
2028-01-15	Sat	NOE	Ord Time I:Sat		Ord Time I:Sat	Saturday memorial of our Lady
2028-01-16	Sun	NOE	ORDINARY TIME II		ORDINARY TIME II
2028-01-17	Mon	NOE	St Anthony the Great, Abbot		St Anthony the Great, Abbot
2028-01-18	Tue	NOE	Ord Time II:Tue		Ord Time II:Tue
2028-01-19	Wed	NOE	Ord Time II:Wed		Ord Time II:Wed	St Wulstan, Bishop, Religious
2028-01-20	Thu	NOE	Ord Time II:Thu		Ord Time II:Thu	St Fabian, Pope, Martyr	St Sebastian, Martyr
2028-01-21	Fri	NOE	St Agnes, Virgin, Martyr		St Agnes, Virgin, Martyr
2028-01-22	Sat	NOE	Ord Time II:Sat		Ord Time II:Sat	St Vincent, Deacon, Martyr	Saturday memorial of our Lady
2028-01-23	Sun	NOE	ORDINARY TIME III		ORDINARY TIME III
2028-01-24	Mon	NOE	St Francis de Sales, Bishop, Doctor		St Francis de Sales, Bishop, Doctor
2028-01-25	Tue	NOE	Conversion of St Paul, Apostle		Conversion of St Paul, Apostle
2028-01-26	Wed	NOE	Ss Timothy & Titus, Bishops		Ss Timothy & Titus, Bishops
2028-01-27	Thu	NOE	Ord Time III:Thu		Ord Time III:Thu	St Angela Merici, Virgin
2028-01-28	Fri	NOE	St Thomas Aquinas, Catholic Education Patron, Priest, Doctor		St Thomas Aquinas, Catholic Education Patron, Priest, Doctor
2028-01-29	Sat	NOE	Ord Time III:Sat		Ord Time III:Sat	Saturday memorial of our Lady
2028-01-30	Sun	NOE	ORDINARY TIME IV		ORDINARY TIME IV
2028-01-31	Mon	NOE	St John Bosco, Youth Patron, Priest		St John Bosco, Youth Patron, Priest
2028-02-01	Tue	NOE	Ord Time IV:Tue		Ord Time IV:Tue
2028-02-02	Wed	NOE	Presentation of the Lord		Presentation of the Lord
2028-02-03	Thu	NOE	Ord Time IV:Thu		Ord Time IV:Thu	St Ansgar, Bishop	St Blaise, Bishop, Martyr
2028-02-04	Fri	NOE	Ord Time IV:Fri		Ord Time IV:Fri
2028-02-05	Sat	NOE	St Agatha, Virgin, Martyr		St Agatha, Virgin, Martyr
