Date	DOW	Rite	PropersID_Selected	PropersID_Alt	PropersID_Default	PropersID_Option1	PropersID_Option2	PropersID_Option3	PropersID_Option4	BlankColumn
2028-02-06	Sun	NOE	ORDINARY TIME V		ORDINARY TIME V
2028-02-07	Mon	NOE	Ord Time V:Mon		Ord Time V:Mon
2028-02-08	Tue	NOE	Ord Time V:Tue		Ord Time V:Tue	St Jerome Emiliani, Orphans Patron, Founder	St Josephine Bakhita, Virgin
2028-02-09	Wed	NOE	Ord Time V:Wed		Ord Time V:Wed
2028-02-10	Thu	NOE	St Scholastica, Virgin		St Scholastica, Virgin
2028-02-11	Fri	NOE	Ord Time V:Fri		Ord Time V:Fri	Our Lady of Lourdes
2028-02-12	Sat	NOE	Ord Time V:Sat		Ord Time V:Sat	Saturday memorial of our Lady
2028-02-13	Sun	NOE	ORDINARY TIME VI		ORDINARY TIME VI
2028-02-14	Mon	NOE	Ss Cyril, Monk, & Methodius, Bishop, Europe Co-Patrons		Ss Cyril, Monk, & Methodius, Bishop, Europe Co-Patrons
2028-02-15	Tue	NOE	Ord Time VI:Tue		Ord Time VI:Tue
2028-02-16	Wed	NOE	Ord Time VI:Wed		Ord Time VI:Wed
2028-02-17	Thu	NOE	Ord Time VI:Thu		Ord Time VI:Thu	Seven Holy Founders of the Servite Order
2028-02-18	Fri	NOE	Ord Time VI:Fri		Ord Time VI:Fri
2028-02-19	Sat	NOE	Ord Time VI:Sat		Ord Time VI:Sat	Saturday memorial of our Lady
2028-02-20	Sun	NOE	ORDINARY TIME VII		ORDINARY TIME VII
2028-02-21	Mon	NOE	Ord Time VII:Mon		Ord Time VII:Mon	St Peter Damian, Bishop, Doctor
2028-02-22	Tue	NOE	Chair of St Peter, Apostle		Chair of St Peter, Apostle
2028-02-23	Wed	NOE	St Polycarp, Bishop, Martyr		St Polycarp, Bishop, Martyr
2028-02-24	Thu	NOE	Ord Time VII:Thu		Ord Time VII:Thu
2028-02-25	Fri	NOE	Ord Time VII:Fri		Ord Time VII:Fri
2028-02-26	Sat	NOE	Ord Time VII:Sat		Ord Time VII:Sat	Saturday memorial of our Lady
2028-02-27	Sun	NOE	ORDINARY TIME VIII		ORDINARY TIME VIII
2028-02-28	Mon	NOE	Ord Time VIII:Mon		Ord Time VIII:Mon
2028-02-29	Tue	NOE	Ord Time VIII:Tue		Ord Time VIII:Tue
2028-03-01	Wed	NOE	Ash Wednesday		Ash Wednesday
2028-03-02	Thu	NOE	Thursday after Ash Wednesday		Thursday after Ash Wednesday
2028-03-03	Fri	NOE	Friday after Ash Wednesday		Friday after Ash Wednesday
2028-03-04	Sat	NOE	Saturday after Ash Wednesday		Saturday after Ash Wednesday	St Casimir, Confessor
2028-03-05	Sun	NOE	LENT I		LENT I
2028-03-06	Mon	NOE	Lent I:Mon		Lent I:Mon
2028-03-07	Tue	NOE	Lent I:Tue		Lent I:Tue	Ss Perpetua & Felicity, Martyrs
2028-03-08	Wed	NOE	Lent I:Wed		Lent I:Wed	St John of God, Religious
2028-03-09	Thu	NOE	Lent I:Thu		Lent I:Thu	St Frances of Rome, Religious
2028-03-10	Fri	NOE	Lent I:Fri		Lent I:Fri
2028-03-11	Sat	NOE	Lent I:Sat		Lent I:Sat
2028-03-12	Sun	NOE	LENT II		LENT II
2028-03-13	Mon	NOE	Lent II:Mon		Lent II:Mon
2028-03-14	Tue	NOE	Lent II:Tue		Lent II:Tue
2028-03-15	Wed	NOE	Lent II:Wed		Lent II:Wed
2028-03-16	Thu	NOE	Lent II:Thu		Lent II:Thu
2028-03-17	Fri	NOE	St Patrick, Ireland Patron, Bishop, Missionary		St Patrick, Ireland Patron, Bishop, Missionary
2028-03-18	Sat	NOE	Lent II:Sat		Lent II:Sat	St Cyril of Jerusalem, Bishop, Doctor
2028-03-19	Sun	NOE	LENT III		LENT III
2028-03-20	Mon	NOE	St Joseph, Husband of our Lady		St Joseph, Husband of our Lady
2028-03-21	Tue	NOE	Lent III:Tue		Lent III:Tue
2028-03-22	Wed	NOE	Lent III:Wed		Lent III:Wed
2028-03-23	Thu	NOE	Lent III:Thu		Lent III:Thu	St Turibius of Mogrovejo, Bishop
2028-03-24	Fri	NOE	Lent III:Fri		Lent III:Fri
2028-03-25	Sat	NOE	Annunciation of the Lord		Annunciation of the Lord
2028-03-26	Sun	NOE	LENT IV		LENT IV
2028-03-27	Mon	NOE	Lent IV:Mon		Lent IV:Mon
2028-03-28	Tue	NOE	Lent IV:Tue		Lent IV:Tue
2028-03-29	Wed	NOE	Lent IV:Wed		Lent IV:Wed
2028-03-30	Thu	NOE	Lent IV:Thu		Lent IV:Thu
2028-03-31	Fri	NOE	Lent IV:Fri		Lent IV:Fri
2028-04-01	Sat	NOE	Lent IV:Sat		Lent IV:Sat
2028-04-02	Sun	NOE	LENT V		LENT V
2028-04-03	Mon	NOE	Lent V:Mon		Lent V:Mon
2028-04-04	Tue	NOE	Lent V:Tue		Lent V:Tue	St Isidore of Seville, Bishop, Doctor
2028-04-05	Wed	NOE	Lent V:Wed		Lent V:Wed	St Vincent Ferrer, Priest
2028-04-06	Thu	NOE	Lent V:Thu		Lent V:Thu
2028-04-07	Fri	NOE	Lent V:Fri		Lent V:Fri	St John Baptist de La Salle, Catholic Education Co-Patron, Priest, Religious, Founder, Confessor
2028-04-08	Sat	NOE	Lent V:Sat		Lent V:Sat
2028-04-09	Sun	NOE	PALM SUNDAY		PALM SUNDAY
2028-04-10	Mon	NOE	Holy Week:Mon		Holy Week:Mon
2028-04-11	Tue	NOE	Holy Week:Tue		Holy Week:Tue
2028-04-12	Wed	NOE	Holy Week:Wed		Holy Week:Wed
2028-04-13	Thu	NOE	Mass of the Lord's Supper		Mass of the Lord's Supper
2028-04-14	Fri	NOE	Mass of the Presanctified		Mass of the Presanctified
2028-04-15	Sat	NOE	Holy Saturday		Holy Saturday
2028-04-16	Sun	NOE	RESURRECTION OF THE LORD		RESURRECTION OF THE LORD
2028-04-17	Mon	NOE	Easter Octave:Mon		Easter Octave:Mon
2028-04-18	Tue	NOE	Easter Octave:Tue		Easter Octave:Tue
2028-04-19	Wed	NOE	Easter Octave:Wed		Easter Octave:Wed
2028-04-20	Thu	NOE	Easter Octave:Thu		Easter Octave:Thu
2028-04-21	Fri	NOE	Easter Octave:Fri		Easter Octave:Fri
2028-04-22	Sat	NOE	Easter Octave:Sat		Easter Octave:Sat
2028-04-23	Sun	NOE	EASTER II		EASTER II
2028-04-24	Mon	NOE	St George, England Patron, Martyr		St George, England Patron, Martyr
2028-04-25	Tue	NOE	St Mark, Evangelist		St Mark, Evangelist
2028-04-26	Wed	NOE	Eastertide II:Wed		Eastertide II:Wed
2028-04-27	Thu	NOE	Eastertide II:Thu		Eastertide II:Thu
2028-04-28	Fri	NOE	Eastertide II:Fri		Eastertide II:Fri	St Peter Chanel, Priest, Martyr	St Louis Grignion de Montfort, Priest
2028-04-29	Sat	NOE	St Catherine of Siena, Europe Co-Patron, Virgin, Doctor		St Catherine of Siena, Europe Co-Patron, Virgin, Doctor
2028-04-30	Sun	NOE	EASTER III		EASTER III
2028-05-01	Mon	NOE	Eastertide III:Mon		Eastertide III:Mon	St Joseph the Worker
2028-05-02	Tue	NOE	St Athanasius, Bishop, Doctor		St Athanasius, Bishop, Doctor
2028-05-03	Wed	NOE	Ss Philip & James the Less, Apostles		Ss Philip & James the Less, Apostles
2028-05-04	Thu	NOE	English Martyrs		English Martyrs
2028-05-05	Fri	NOE	Eastertide III:Fri		Eastertide III:Fri
2028-05-06	Sat	NOE	Eastertide III:Sat		Eastertide III:Sat
2028-05-07	Sun	NOE	EASTER IV		EASTER IV
2028-05-08	Mon	NOE	Eastertide IV:Mon		Eastertide IV:Mon
2028-05-09	Tue	NOE	Eastertide IV:Tue		Eastertide IV:Tue
2028-05-10	Wed	NOE	Eastertide IV:Wed		Eastertide IV:Wed	St John of Ávila, Priest, Doctor
2028-05-11	Thu	NOE	Eastertide IV:Thu		Eastertide IV:Thu
2028-05-12	Fri	NOE	Eastertide IV:Fri		Eastertide IV:Fri	Ss Nereus & Achilleus, Martyrs	St Pancras, Martyr
2028-05-13	Sat	NOE	Eastertide IV:Sat		Eastertide IV:Sat	Our Lady of Fátima
2028-05-14	Sun	NOE	EASTER V		EASTER V
2028-05-15	Mon	NOE	St John Baptist de La Salle, Catholic Education Co-Patron, Priest, Religious, Founder, Confessor		St John Baptist de La Salle, Catholic Education Co-Patron, Priest, Religious, Founder, Confessor	Eastertide V:Mon
2028-05-16	Tue	NOE	Eastertide V:Tue		Eastertide V:Tue
2028-05-17	Wed	NOE	Eastertide V:Wed		Eastertide V:Wed	St Dunstan, Archbishop of Canterbury
2028-05-18	Thu	NOE	Eastertide V:Thu		Eastertide V:Thu	St John I, Pope, Martyr
2028-05-19	Fri	NOE	Dedication of the Cathedral		Dedication of the Cathedral
2028-05-20	Sat	NOE	Eastertide V:Sat		Eastertide V:Sat	St Bernardine of Siena, Priest
2028-05-21	Sun	NOE	EASTER VI		EASTER VI
2028-05-22	Mon	NOE	Eastertide VI:Mon		Eastertide VI:Mon	St Rita of Cascia, Religious
2028-05-23	Tue	NOE	Eastertide VI:Tue		Eastertide VI:Tue
2028-05-24	Wed	NOE	Eastertide VI:Wed		Eastertide VI:Wed
2028-05-25	Thu	NOE	ASCENSION OF THE LORD		ASCENSION OF THE LORD
2028-05-26	Fri	NOE	St Philip Neri, Founder, Priest		St Philip Neri, Founder, Priest
2028-05-27	Sat	NOE	St Augustine of Canterbury, Bishop		St Augustine of Canterbury, Bishop
2028-05-28	Sun	NOE	EASTER VII		EASTER VII
2028-05-29	Mon	NOE	Ascensiontide II:Mon		Ascensiontide II:Mon
2028-05-30	Tue	NOE	Eastertide VII:Tue		Eastertide VII:Tue
2028-05-31	Wed	NOE	Visitation of our Lady		Visitation of our Lady
2028-06-01	Thu	NOE	St Justin, Martyr		St Justin, Martyr
2028-06-02	Fri	NOE	Ascensiontide II:Fri		Ascensiontide II:Fri
2028-06-03	Sat	NOE	Ss Charles Lwanga & Companions, Martyrs		Ss Charles Lwanga & Companions, Martyrs
2028-06-04	Sun	NOE	PENTECOST SUNDAY		PENTECOST SUNDAY
2028-06-05	Mon	NOE	Pentecost Octave:Mon		Pentecost Octave:Mon
2028-06-06	Tue	NOE	Ord Time IX:Tue		Ord Time IX:Tue	St Norbert, Founder, Bishop
2028-06-07	Wed	NOE	Ord Time IX:Wed		Ord Time IX:Wed
2028-06-08	Thu	NOE	Pentecost Octave:Thu		Pentecost Octave:Thu
2028-06-09	Fri	NOE	Ord Time IX:Fri		Ord Time IX:Fri	St Ephrem of Edessa, Deacon, Doctor	St Columba of Iona, Abbot
2028-06-10	Sat	NOE	Ord Time IX:Sat		Ord Time IX:Sat	Saturday memorial of our Lady
2028-06-11	Sun	NOE	TRINITY SUNDAY		TRINITY SUNDAY
2028-06-12	Mon	NOE	Ord Time X:Mon		Ord Time X:Mon
2028-06-13	Tue	NOE	St Anthony of Padua, Priest, Doctor		St Anthony of Padua, Priest, Doctor
2028-06-14	Wed	NOE	Ord Time X:Wed		Ord Time X:Wed
2028-06-15	Thu	NOE	Ord Time X:Thu		Ord Time X:Thu
2028-06-16	Fri	NOE	Ord Time X:Fri		Ord Time X:Fri	St Richard of Chichester, Bishop
2028-06-17	Sat	NOE	Ord Time X:Sat		Ord Time X:Sat	Saturday memorial of our Lady
2028-06-18	Sun	NOE	CORPUS CHRISTI		CORPUS CHRISTI
2028-06-19	Mon	NOE	Ord Time XI:Mon		Ord Time XI:Mon	St Romuald, Abbot
2028-06-20	Tue	NOE	Ord Time XI:Tue		Ord Time XI:Tue	St Alban, Britain Proto-Martyr
2028-06-21	Wed	NOE	St Aloysius Gonzaga, Religious		St Aloysius Gonzaga, Religious
2028-06-22	Thu	NOE	Ss John Fisher, Bishop, & Thomas More, Martyrs		Ss John Fisher, Bishop, & Thomas More, Martyrs
2028-06-23	Fri	NOE	Most Sacred Heart of Jesus		Most Sacred Heart of Jesus
2028-06-24	Sat	NOE	Nativity of St John the Baptist		Nativity of St John the Baptist
2028-06-25	Sun	NOE	ORDINARY TIME XII		ORDINARY TIME XII
2028-06-26	Mon	NOE	Ord Time XII:Mon		Ord Time XII:Mon
2028-06-27	Tue	NOE	Ord Time XII:Tue		Ord Time XII:Tue	St Cyril of Alexandria, Bishop, Doctor
2028-06-28	Wed	NOE	St Irenaeus of Lyons, Bishop, Doctor, Martyr		St Irenaeus of Lyons, Bishop, Doctor, Martyr
2028-06-29	Thu	NOE	SS PETER & PAUL, APOSTLES		SS PETER & PAUL, APOSTLES
2028-06-30	Fri	NOE	Ord Time XII:Fri		Ord Time XII:Fri	First Martyrs of the See of Rome
2028-07-01	Sat	NOE	Ord Time XII:Sat		Ord Time XII:Sat	St Oliver Plunket, Bishop, Martyr	Saturday memorial of our Lady
2028-07-02	Sun	NOE	ORDINARY TIME XIII		ORDINARY TIME XIII
2028-07-03	Mon	NOE	St Thomas, Apostle		St Thomas, Apostle
2028-07-04	Tue	NOE	Ord Time XIII:Tue		Ord Time XIII:Tue	St Elizabeth of Portugal, Queen, Widow
2028-07-05	Wed	NOE	Ord Time XIII:Wed		Ord Time XIII:Wed	St Anthony Mary Zaccaria, Priest
2028-07-06	Thu	NOE	Ord Time XIII:Thu		Ord Time XIII:Thu	St Maria Goretti, Virgin, Martyr
2028-07-07	Fri	NOE	Ord Time XIII:Fri		Ord Time XIII:Fri
2028-07-08	Sat	NOE	Ord Time XIII:Sat		Ord Time XIII:Sat	Saturday memorial of our Lady
2028-07-09	Sun	NOE	ORDINARY TIME XIV		ORDINARY TIME XIV
2028-07-10	Mon	NOE	Ord Time XIV:Mon		Ord Time XIV:Mon
2028-07-11	Tue	NOE	St Benedict of Nursia, Europe Patron, Founder, Abbot		St Benedict of Nursia, Europe Patron, Founder, Abbot
2028-07-12	Wed	NOE	Ord Time XIV:Wed		Ord Time XIV:Wed
2028-07-13	Thu	NOE	Ord Time XIV:Thu		Ord Time XIV:Thu	St Henry of Bavaria, Holy Roman Emperor
2028-07-14	Fri	NOE	Ord Time XIV:Fri		Ord Time XIV:Fri	St Camillus of Lellis, Priest
2028-07-15	Sat	NOE	St Swithun, Bishop		St Swithun, Bishop
2028-07-16	Sun	NOE	ORDINARY TIME XV		ORDINARY TIME XV
2028-07-17	Mon	NOE	St Bonaventure, Bishop, Doctor		St Bonaventure, Bishop, Doctor
2028-07-18	Tue	NOE	Ord Time XV:Tue		Ord Time XV:Tue
2028-07-19	Wed	NOE	Ord Time XV:Wed		Ord Time XV:Wed
2028-07-20	Thu	NOE	Ord Time XV:Thu		Ord Time XV:Thu	St Apollinaris, Bishop, Martyr
2028-07-21	Fri	NOE	Ord Time XV:Fri		Ord Time XV:Fri	St Laurence of Brindisi, Priest, Doctor
2028-07-22	Sat	NOE	St Mary Magdalene		St Mary Magdalene
2028-07-23	Sun	NOE	ORDINARY TIME XVI		ORDINARY TIME XVI
2028-07-24	Mon	NOE	Ord Time XVI:Mon		Ord Time XVI:Mon	St Charbel Makhlouf, Priest
2028-07-25	Tue	NOE	St James the Great, Spain Patron, Apostle		St James the Great, Spain Patron, Apostle
2028-07-26	Wed	NOE	St Joachim & Saint Anne, Parents of our Lady		St Joachim & Saint Anne, Parents of our Lady
2028-07-27	Thu	NOE	Ord Time XVI:Thu		Ord Time XVI:Thu
2028-07-28	Fri	NOE	Ord Time XVI:Fri		Ord Time XVI:Fri
2028-07-29	Sat	NOE	Ss Martha, Mary & Lazarus		Ss Martha, Mary & Lazarus
2028-07-30	Sun	NOE	ORDINARY TIME XVII		ORDINARY TIME XVII
2028-07-31	Mon	NOE	St Ignatius of Loyola, Founder, Priest		St Ignatius of Loyola, Founder, Priest
2028-08-01	Tue	NOE	St Alphonsus Liguori, Bishop, Doctor		St Alphonsus Liguori, Bishop, Doctor
2028-08-02	Wed	NOE	Ord Time XVII:Wed		Ord Time XVII:Wed	St Eusebius of Vercelli, Bishop	St Peter Julian Eymard, Priest
2028-08-03	Thu	NOE	Ord Time XVII:Thu		Ord Time XVII:Thu
2028-08-04	Fri	NOE	St John Mary Vianney, Priest		St John Mary Vianney, Priest
2028-08-05	Sat	NOE	Ord Time XVII:Sat		Ord Time XVII:Sat	Dedication of the Basilica of St Mary Major	Saturday memorial of our Lady
2028-08-06	Sun	NOE	Transfiguration of the Lord		Transfiguration of the Lord
2028-08-07	Mon	NOE	Ord Time XVIII:Mon		Ord Time XVIII:Mon	Ss Sixtus II, Pope, & Companions, Martyrs	St Cajetan, Priest
2028-08-08	Tue	NOE	St Dominic, Natural Science Patron, Founder, Priest		St Dominic, Natural Science Patron, Founder, Priest
2028-08-09	Wed	NOE	St Teresa Benedicta of the Cross, Virgin, Martyr		St Teresa Benedicta of the Cross, Virgin, Martyr
2028-08-10	Thu	NOE	St Laurence, Deacon, Martyr		St Laurence, Deacon, Martyr
2028-08-11	Fri	NOE	St Clare, Virgin		St Clare, Virgin
2028-08-12	Sat	NOE	Ord Time XVIII:Sat		Ord Time XVIII:Sat	St Jane Frances de Chantal, Religious	Saturday memorial of our Lady
2028-08-13	Sun	NOE	ORDINARY TIME XIX		ORDINARY TIME XIX
2028-08-14	Mon	NOE	St Maximilian Kolbe, Priest, Martyr		St Maximilian Kolbe, Priest, Martyr
2028-08-15	Tue	NOE	ASSUMPTION OF OUR LADY		ASSUMPTION OF OUR LADY
2028-08-16	Wed	NOE	Ord Time XIX:Wed		Ord Time XIX:Wed	St Stephen of Hungary, King
2028-08-17	Thu	NOE	Ord Time XIX:Thu		Ord Time XIX:Thu
2028-08-18	Fri	NOE	Ord Time XIX:Fri		Ord Time XIX:Fri
2028-08-19	Sat	NOE	Ord Time XIX:Sat		Ord Time XIX:Sat	St John Eudes, Priest	Saturday memorial of our Lady
2028-08-20	Sun	NOE	ORDINARY TIME XX		ORDINARY TIME XX
2028-08-21	Mon	NOE	St Pius X, Pope		St Pius X, Pope
2028-08-22	Tue	NOE	Our Lady, Mother & Queen		Our Lady, Mother & Queen
2028-08-23	Wed	NOE	Ord Time XX:Wed		Ord Time XX:Wed	St Rose of Lima, Virgin
2028-08-24	Thu	NOE	St Bartholomew, Apostle		St Bartholomew, Apostle
2028-08-25	Fri	NOE	Ord Time XX:Fri		Ord Time XX:Fri	St Louis of France, King		St Joseph Calasanz, Priest
2028-08-26	Sat	NOE	Ord Time XX:Sat		Ord Time XX:Sat	Bl Dominic of the Mother of God, Priest	Saturday memorial of our Lady
2028-08-27	Sun	NOE	ORDINARY TIME XXI		ORDINARY TIME XXI
2028-08-28	Mon	NOE	St Augustine of Hippo, Bishop, Doctor		St Augustine of Hippo, Bishop, Doctor
2028-08-29	Tue	NOE	Beheading of St John the Baptist		Beheading of St John the Baptist
2028-08-30	Wed	NOE	Ord Time XXI:Wed		Ord Time XXI:Wed	Ss Margaret Clitherow, Anne Line, & Margaret Ward, Martyrs
2028-08-31	Thu	NOE	Ord Time XXI:Thu		Ord Time XXI:Thu	St Aidan of Lindisfarne, Bishop, Missionary
2028-09-01	Fri	NOE	Ord Time XXI:Fri		Ord Time XXI:Fri
2028-09-02	Sat	NOE	Ord Time XXI:Sat		Ord Time XXI:Sat	Saturday memorial of our Lady
2028-09-03	Sun	NOE	ORDINARY TIME XXII		ORDINARY TIME XXII
2028-09-04	Mon	NOE	Ord Time XXII:Mon		Ord Time XXII:Mon	St Cuthbert, Bishop
2028-09-05	Tue	NOE	Ord Time XXII:Tue		Ord Time XXII:Tue	St Teresa of Calcutta, Virgin
2028-09-06	Wed	NOE	Ord Time XXII:Wed		Ord Time XXII:Wed
2028-09-07	Thu	NOE	Ord Time XXII:Thu		Ord Time XXII:Thu
2028-09-08	Fri	NOE	Nativity of our Lady		Nativity of our Lady
2028-09-09	Sat	NOE	Ord Time XXII:Sat		Ord Time XXII:Sat	St Peter Claver, Priest	Saturday memorial of our Lady
2028-09-10	Sun	NOE	ORDINARY TIME XXIII		ORDINARY TIME XXIII
2028-09-11	Mon	NOE	Ord Time XXIII:Mon		Ord Time XXIII:Mon
2028-09-12	Tue	NOE	Ord Time XXIII:Tue		Ord Time XXIII:Tue	Most Holy Name of Mary
2028-09-13	Wed	NOE	St John Chrysostom, Bishop, Doctor		St John Chrysostom, Bishop, Doctor
2028-09-14	Thu	NOE	Exaltation of the Holy Cross		Exaltation of the Holy Cross
2028-09-15	Fri	NOE	Our Lady of Sorrows		Our Lady of Sorrows
2028-09-16	Sat	NOE	Ss Cornelius, Pope, & Cyprian, Bishop, Martyrs		Ss Cornelius, Pope, & Cyprian, Bishop, Martyrs
2028-09-17	Sun	NOE	ORDINARY TIME XXIV		ORDINARY TIME XXIV
2028-09-18	Mon	NOE	Ord Time XXIV:Mon		Ord Time XXIV:Mon
2028-09-19	Tue	NOE	Ord Time XXIV:Tue		Ord Time XXIV:Tue	St Januarius, Bishop, Martyr	St Theodore of Tarsus, Archbishop of Canterbury
2028-09-20	Wed	NOE	Ss Andrew Kim Taegon, Priest, & Paul Chong Hasang, & Companions, Martyrs		Ss Andrew Kim Taegon, Priest, & Paul Chong Hasang, & Companions, Martyrs
2028-09-21	Thu	NOE	St Matthew, Apostle, Evangelist		St Matthew, Apostle, Evangelist
2028-09-22	Fri	NOE	Ord Time XXIV:Fri		Ord Time XXIV:Fri
2028-09-23	Sat	NOE	St Pius of Pietrelcina, Priest		St Pius of Pietrelcina, Priest
2028-09-24	Sun	NOE	ORDINARY TIME XXV		ORDINARY TIME XXV
2028-09-25	Mon	NOE	Ord Time XXV:Mon		Ord Time XXV:Mon
2028-09-26	Tue	NOE	Ord Time XXV:Tue		Ord Time XXV:Tue	Ss Cosmas & Damian, Martyrs
2028-09-27	Wed	NOE	St Vincent de Paul, Priest		St Vincent de Paul, Priest
2028-09-28	Thu	NOE	Ord Time XXV:Thu		Ord Time XXV:Thu	St Wenceslaus, Martyr	Ss Laurence Ruiz & Companions, Martyrs
2028-09-29	Fri	NOE	Ss Michael, Gabriel & Raphael, Archangels		Ss Michael, Gabriel & Raphael, Archangels
2028-09-30	Sat	NOE	St Jerome, Priest, Doctor		St Jerome, Priest, Doctor
2028-10-01	Sun	NOE	ORDINARY TIME XXVI		ORDINARY TIME XXVI
2028-10-02	Mon	NOE	Holy Guardian Angels		Holy Guardian Angels
2028-10-03	Tue	NOE	Ord Time XXVI:Tue		Ord Time XXVI:Tue
2028-10-04	Wed	NOE	St Francis of Assisi, Ecology Patron, Founder, Confessor		St Francis of Assisi, Ecology Patron, Founder, Confessor
2028-10-05	Thu	NOE	Ord Time XXVI:Thu		Ord Time XXVI:Thu	St Faustina Kowalska, Religious
2028-10-06	Fri	NOE	Ord Time XXVI:Fri		Ord Time XXVI:Fri	St Bruno, Priest
2028-10-07	Sat	NOE	Our Lady of the Rosary		Our Lady of the Rosary
2028-10-08	Sun	NOE	ORDINARY TIME XXVII		ORDINARY TIME XXVII
2028-10-09	Mon	NOE	St John Henry Newman, Catholic Education Co-Patron, Priest, Doctor		St John Henry Newman, Catholic Education Co-Patron, Priest, Doctor
2028-10-10	Tue	NOE	Ord Time XXVII:Tue		Ord Time XXVII:Tue	Ss Denis, France Co-Patron, Bishop, & Companions, Martyrs	St John Leonardi, Priest	St Paulinus of York, Bishop, Missionary
2028-10-11	Wed	NOE	Ord Time XXVII:Wed		Ord Time XXVII:Wed	St John XXIII, Pope
2028-10-12	Thu	NOE	Ord Time XXVII:Thu		Ord Time XXVII:Thu	St Wilfrid, Bishop, Missionary
2028-10-13	Fri	NOE	Ord Time XXVII:Fri		Ord Time XXVII:Fri	St Edward the Confessor, King
2028-10-14	Sat	NOE	Ord Time XXVII:Sat		Ord Time XXVII:Sat	St Callistus, Pope, Martyr	Saturday memorial of our Lady
2028-10-15	Sun	NOE	ORDINARY TIME XXVIII		ORDINARY TIME XXVIII
2028-10-16	Mon	NOE	Ord Time XXVIII:Mon		Ord Time XXVIII:Mon	St Hedwig, Religious	St Margaret Mary Alacoque, Virgin
2028-10-17	Tue	NOE	St Ignatius of Antioch, Bishop, Martyr		St Ignatius of Antioch, Bishop, Martyr
2028-10-18	Wed	NOE	St Luke, Evangelist		St Luke, Evangelist
2028-10-19	Thu	NOE	Ord Time XXVIII:Thu		Ord Time XXVIII:Thu	Ss John de Brébeuf & Isaac Jogues, Priests, & Companions, Martyrs	St Paul of the Cross, Priest
