Date	DOW	Rite	PropersID_Selected	PropersID_Alt	PropersID_Default	PropersID_Option1	PropersID_Option2	PropersID_Option3	PropersID_Option4	BlankColumn
2029-05-11	Fri	VOE	Eastertide VI:Fri		Eastertide VI:Fri	
2029-05-12	Sat	VOE	Ascensiontide I:Sat		Ascensiontide I:Sat	
2029-05-13	Sun	VOE	EASTER VII		EASTER VII	
2029-05-14	Mon	VOE	St Matthias, Apostle		St Matthias, Apostle	
2029-05-15	Tue	VOE	St John Baptist de La Salle, Catholic Education Co-Patron, Priest, Religious, Founder, Confessor		St John Baptist de La Salle, Catholic Education Co-Patron, Priest, Religious, Founder, Confessor	Eastertide VII:Tue	
2029-05-16	Wed	VOE	Eastertide VII:Wed		Eastertide VII:Wed	
2029-05-17	Thu	VOE	Eastertide VII:Thu		Eastertide VII:Thu	
2029-05-18	Fri	VOE	Ascensiontide II:Fri		Ascensiontide II:Fri	
2029-05-19	Sat	VOE	Ascensiontide II:Sat		Ascensiontide II:Sat	
2029-05-20	Sun	VOE	PENTECOST SUNDAY		PENTECOST SUNDAY	
2029-05-21	Mon	VOE	Pentecost Octave:Mon		Pentecost Octave:Mon	
2029-05-22	Tue	VOE	Pentecost Octave:Tue		Pentecost Octave:Tue	St Rita of Cascia, Religious	
2029-05-23	Wed	VOE	Pentecost Octave:Wed		Pentecost Octave:Wed	St Petroc, Abbot	
2029-05-24	Thu	VOE	Pentecost Octave:Thu		Pentecost Octave:Thu	
2029-05-25	Fri	VOE	St Bede the Venerable, Priest, Doctor		St Bede the Venerable, Priest, Doctor	
2029-05-26	Sat	VOE	St Philip Neri, Founder, Priest		St Philip Neri, Founder, Priest	
2029-05-27	Sun	VOE	TRINITY SUNDAY		TRINITY SUNDAY	
2029-05-28	Mon	VOE	Trinity Octave:Mon		Trinity Octave:Mon	
2029-05-29	Tue	VOE	Trinity Octave:Tue		Trinity Octave:Tue	St Paul VI, Pope	
2029-05-30	Wed	VOE	Trinity Octave:Wed		Trinity Octave:Wed	
2029-05-31	Thu	VOE	Visitation of our Lady		Visitation of our Lady	
2029-06-01	Fri	VOE	St Justin, Martyr		St Justin, Martyr	
2029-06-02	Sat	VOE	Trinity Octave:Sat		Trinity Octave:Sat	Ss Marcellinus & Peter, Martyrs	Saturday memorial of our Lady	
2029-06-03	Sun	VOE	CORPUS CHRISTI		CORPUS CHRISTI	
2029-06-04	Mon	VOE	Trinitytide I:Mon		Trinitytide I:Mon	
2029-06-05	Tue	VOE	St Boniface, Bishop, Martyr		St Boniface, Bishop, Martyr	
2029-06-06	Wed	VOE	Trinitytide I:Wed		Trinitytide I:Wed	St Norbert, Founder, Bishop	
2029-06-07	Thu	VOE	Trinitytide I:Thu		Trinitytide I:Thu	
2029-06-08	Fri	VOE	Most Sacred Heart of Jesus		Most Sacred Heart of Jesus	
2029-06-09	Sat	VOE	Immaculate Heart of Mary		Immaculate Heart of Mary	
2029-06-10	Sun	VOE	TRINITY II		TRINITY II	
