2030-03-05	Tue	NOE	Ord Time VIII:Tue	Ord Time VIII:Tue
2030-03-06	Wed	NOE	Ash Wednesday	Ash Wednesday
2030-03-07	Thu	NOE	Thursday after Ash Wednesday	Thursday after Ash Wednesday	Ss Perpetua & Felicity, Martyrs
2030-03-08	Fri	NOE	Friday after Ash Wednesday	Friday after Ash Wednesday	St John of God, Religious
2030-03-09	Sat	NOE	Saturday after Ash Wednesday	Saturday after Ash Wednesday	St Frances of Rome, Religious
2030-03-10	Sun	NOE	LENT I	LENT I
2030-03-11	Mon	NOE	Lent I:Mon	Lent I:Mon
2030-03-12	Tue	NOE	Lent I:Tue	Lent I:Tue
2030-03-13	Wed	NOE	Lent I:Wed	Lent I:Wed
2030-03-14	Thu	NOE	Lent I:Thu	Lent I:Thu
2030-03-15	Fri	NOE	Lent I:Fri	Lent I:Fri
2030-03-16	Sat	NOE	Lent I:Sat	Lent I:Sat
2030-03-17	Sun	NOE	LENT II	LENT II
2030-03-18	Mon	NOE	Lent II:Mon	Lent II:Mon	St Cyril of Jerusalem, Bishop, Doctor
2030-03-19	Tue	NOE	St Joseph, Husband of our Lady	St Joseph, Husband of our Lady
2030-03-20	Wed	NOE	Lent II:Wed	Lent II:Wed
2030-03-21	Thu	NOE	Lent II:Thu	Lent II:Thu
2030-03-22	Fri	NOE	Lent II:Fri	Lent II:Fri
2030-03-23	Sat	NOE	Lent II:Sat	Lent II:Sat	St Turibius of Mogrovejo, Bishop
2030-03-24	Sun	NOE	LENT III	LENT III
2030-03-25	Mon	NOE	Annunciation of the Lord	Annunciation of the Lord
2030-03-26	Tue	NOE	Lent III:Tue	Lent III:Tue
2030-03-27	Wed	NOE	Lent III:Wed	Lent III:Wed
2030-03-28	Thu	NOE	Lent III:Thu	Lent III:Thu
2030-03-29	Fri	NOE	Lent III:Fri	Lent III:Fri
2030-03-30	Sat	NOE	Lent III:Sat	Lent III:Sat
2030-03-31	Sun	NOE	LENT IV	LENT IV
2030-04-01	Mon	NOE	Lent IV:Mon	Lent IV:Mon
2030-04-02	Tue	NOE	Lent IV:Tue	Lent IV:Tue	St Francis of Paola, Hermit
2030-04-03	Wed	NOE	Lent IV:Wed	Lent IV:Wed
2030-04-04	Thu	NOE	Lent IV:Thu	Lent IV:Thu	St Isidore of Seville, Bishop, Doctor
2030-04-05	Fri	NOE	Lent IV:Fri	Lent IV:Fri	St Vincent Ferrer, Priest
2030-04-06	Sat	NOE	Lent IV:Sat	Lent IV:Sat
2030-04-07	Sun	NOE	LENT V	LENT V
2030-04-08	Mon	NOE	Lent V:Mon	Lent V:Mon
2030-04-09	Tue	NOE	Lent V:Tue	Lent V:Tue
2030-04-10	Wed	NOE	Lent V:Wed	Lent V:Wed
2030-04-11	Thu	NOE	Lent V:Thu	Lent V:Thu	St Stanislaus, Bishop, Martyr
2030-04-12	Fri	NOE	Lent V:Fri	Lent V:Fri
