mca	Maka NT	NoTabEndingColumn
mcbNT	Machiguenga NT	Bogus
mcdNT	Sharanahua NT	Bogus
mcfNT	Matsés NT	Bogus
mcoNT	Coatlán Mixe NT	Bogus
mcp	Makaa NT	Bogus
mcq	Managalasi NT	Bogus
mcr	Menya NT	Bogus
mdybse	Maale NT	Bogus
mdyeth	Maale Bible (Ethiopic script)	Bogus
med	Melpa NT	Bogus
mee	Mengen NT	Bogus
mek	Mekeo NT	Bogus
meq	Merey NT	Bogus
met	Mato Bible	Bogus
meu	Motu Bible	Bogus
mey	Hassaniyya Bible	Bogus
mfm	Marghi South NT	Bogus
mfo	Mbe OT	Bogus
mfxe	Melo NT Ethiopic	Bogus
mfxl	Melo NT	Bogus
mgc	Morokodo Bible Portions	Bogus
mgh	Makhuwa-Meetto NT	Bogus
mgh2016	Makhuwa-Meetto: Makua New Testament 2015 New Testament	Bogus
mgj	Abureni NT	Bogus
mgv	Matengo: Amatengu (New Testament)	Bogus
mgw	Matumbi NT	Bogus
mhl	Mauwake NT	Bogus
mibNT	Atatláhuca Mixtec	Bogus
micMIQNT	Mi'kmaq NT	Bogus
mieNT	Ocotepec Mixtec	Bogus
migNT	San Miguel el Grande Mixtec NT	Bogus
mihNT	Chayuco Mixtec NT	Bogus
milNT	Peñoles Mixtec NT	Bogus
mioNT	Pinotepa Nacional Mixtec NT	Bogus
mirNT	Isthmus Mixe NT	NoTabEndingColumn
mitNT	New Testament in Mixtec, Southern Puebla (MX:mit:Mixtec, Southern Puebla)	Bogus
mizNT	Coatzospan Mixtec NT	Bogus
mjcNT	San Juan Colorado Mixtec NT	Bogus
mkj	Mokilese Bible	Bogus
mkl	Monkole NT	Bogus
mkn	Kupang Malay Bible	Bogus
mksNT	Silacayoapan Mixtec NT	Bogus
mkw	Kituba Bible	Bogus
mle	Manabu NT	Bogus
mlh	Mape NT	Bogus
mlp	Bargam NT	Bogus
mmo	Mangga Buang NT	Bogus
mmx	Madak NT with Psalms	Bogus
mna	Mbula Bible	Bogus
mni	Meitei Bible	Bogus
mopNT	Mopán Maya NT	Bogus
mox	Molima NT	Bogus
mpa	Mpoto NT	Bogus
mph	Mawng Bible Portions	Bogus
mpj	Martu Wangka Bible	Bogus
mpmNT	Yosondúa Mixtec NT	Bogus
mpp	Migabac Bible	Bogus
mps	Dadibi Bible	Bogus
mpt	Mian NT	Bogus
mpx	Misima-Paneati Bible	Bogus
mqbNT	Mbuko NT	Bogus
mqjNT	Mamasa NT	Bogus
msb	Masbatenyo NT	Bogus
msc	Sankaran Maninka Bible Portions	Bogus
msk	Mansaka NT	Bogus
msmNT	Agusan Manobo NT	Bogus
msy	Aruamu NT	Bogus
msy2020	Aruamu Bible	Bogus
mti	Maiwa NT	Bogus
mtoNT	Totontepec Mixe NT	NoTabEndingColumn
mux	Bo-Ung NT	Bogus
muy	Muyang NT	Bogus
mva	Manam NT	Bogus
mvn	Minaveha NT	Bogus
mwc	Are Bible	Bogus
mwe	Mwera Bible	Bogus
mwf2018	Murrinhpatha Bible	Bogus
mwp	Kala Lagaw Bible	Bogus
mxbNT	Tezoatlán Mixtec NT	Bogus
mxm	Meramera NT	Bogus
mxpNT	Tlahuitoltepec Mixe NT	Bogus
mxqNT	Juquila Mixe NT	Bogus
mxtNT	Jamiltepec Mixtec NT	Bogus
mya	Burmese Common Language Bible	Bogus
myajvb	Judson Burmese Bible	Bogus
myk	Mamara Sénoufo NT and portions of the OT	Bogus
myu	Mundurukú NT	Bogus
myw	Muyuw NT	Bogus
myy	New Testament in Macuna	Bogus
mzq	Mori Atas NT	Bogus
mzz	Maiadomu Mark	Bogus
nabNT	Southern Nambikuára NT	Bogus
naf	Nabak NT	Bogus
nag	Nagamese NT	Bogus
nak	Nakanai NT	Bogus
nal	Nalik NT	Bogus
nas	Naasioi NT	Bogus
nay	Ngarrindjeri Scriptures	Bogus
nbq	Nggem NT	Bogus
nca	Iyo NT	Bogus
nce	Portions of the Holy Bible in the Yalë language of Papua New Guinea	Bogus
ncf	Notsi NT	Bogus
nchBl	Huasteca Central Nahuatl Bible	Bogus
ncjNT	Northern Puebla Nahuatl NT	Bogus
nck	Nakara Selections	NoTabEndingColumn
nclNT	Michoacán Nahuatl NT	Bogus
ncr	Ncane NT	Bogus
ncuNT	Chumburung NT	Bogus
nde	Ndebele Bible	Bogus
ndg	Ndengereko NT	Bogus
ndj	Ndamba New Testament	Bogus
nfa	Dhao Bible	Bogus
ngp	Nguu New Testament	Bogus
nguNT	Guerrero Nahuatl NT	Bogus
nheBl	Huasteca Oriental Nahuatl Bible 2005	Bogus
nheNT	Huasteca Oriental Nahuatl NT 2009	Bogus
nhgNT	Tetelcingo Nahuatl NT	Bogus
nhiNT	Zacatlán-Ahuacatlán-Tepetzintla Nahuatl NT	Bogus
nho	Takuu NT	Bogus
nhr	Naro NT	Bogus
nhuNT	Noone NT	Bogus
nhwBl	Huasteca Occidental Nahuatl Bible	Bogus
nhyNT	Northern Oaxaca Nahuatl NT	Bogus
nif	Nek NT	Bogus
nii	Nii NT	Bogus
ninNT	Ninzo NT	Bogus
nit	Kolami, Southeastern: కొత్త కరార్ (Bible)	Bogus
njd	Ndonde Hamba NT	Bogus
nkn	Nkangala NT	Bogus
nkoNT	New Testament in Nkonya (GH:nko:Nkonya)	Bogus
nld	Dutch Bible 1917	Bogus
nld1939	Dutch Bible, Petrus Canisius	Bogus
nldgbv	Dutch: Gods Boek	Bogus
nldnbg	Dutch NBG 1951 Bible	Bogus
nlg	Gela Bible	Bogus
nmws	Saisai Matthew  with  Ephesians	Bogus
nna	Nyangumarta Bible	Bogus
nnq	Ngindo New Testament	Bogus
noaE	Woun Meu NT	Bogus
noaH	Woun Meu NT	NoTabEndingColumn
noblb	Norwegian Living NT	Bogus
nop	Numanggang Bible	Bogus
notNT	Nomatsiguenga NT	Bogus
nou	Ewage-Notu NT	Bogus
npioncb	Nepali Contemporary Bible	Bogus
npiulb	Nepali Bible	Bogus
nplNT	Southeastern Puebla Nahuatl NT	Bogus
nrz	Nara NT	Bogus
nsn	Nehan NT	Bogus
nss	Nali Bible	Bogus
ntj	Ngaanyatjarra Shorter Bible	Bogus
ntpNT	Northern Tepehuan NT	Bogus
ntu	Natqgu NT with Ruth and Psalms	Bogus
nuq	Nukumanu NT	Bogus
nuy	Wubuy Shorter  Bible	Bogus
nvm	Namiai NT	Bogus
nwi	Southwest Tanna NT	Bogus
nww	Ndwewe NT	Bogus
nya	Chichewa Bible	Bogus
nys	Noongar Bible	Bogus
oboNT	Obo Manobo NT	Bogus
okv	Orokaiva Etija NT	Bogus
okvh	Orokaiva Ehija NT	Bogus
omb	Ambae, East: Waratau Siaga Tatuei mo Vilegi (Old Testament)	Bogus
omw	South Tairora NT	Bogus
omw-a	South Tairora Aatasara John & Mark	Bogus
omw-v	South Tairora Veqaura NT	Bogus
ong	Olo NT	Bogus
ons	Ono NT	Bogus
oodNT	Tohono O'odham NT	Bogus
opm	Oksapmin NT	Bogus
ory	Oriya Indian Revised Version Bible	Bogus
oteNT	Mezquital Otomi NT	Bogus
otmNT	Eastern Highland Otomi NT	Bogus
otnNT	Tenango Otomi NT	NoTabEndingColumn
otqNT	Querétaro Otomi NT	Bogus
otsNT	Estado de México Otomi NT	Bogus
oyde	Oyde NT Ethiopic	Bogus
oydl	Oyda NT Latin	Bogus
pabNT	Parecís NT	Bogus
padNT	Paumarí NT	Bogus
pahNT	Tenharim NT	Bogus
pan	Punjabi Indian Revised Version Bible	Bogus
paoNT	Northern Paiute NT	Bogus
pdo	Padoe NT	Bogus
peg	Pengo NT	Bogus
pesOPV	Old Persion Version Bible	Bogus
pesopcb	Open Persian Contemporary Bible	Bogus
pga	Sudanese Creole Arabic Bible	Bogus
pibNT	Yine NT	Bogus
pioNT	Piapoco NT	Bogus
pirNT	Piratapuyo NT	Bogus
piu2006	Luritja Bible	Bogus
pjt	Pitjantjatjara Shorter Bible	Bogus
plj	Polci NT	Bogus
pll	Shwe Palaung NT	Bogus
plsNT	San Marcos Tlalcoyalco Popoloca NT	Bogus
plu	Palikúr NT	Bogus
pma	Paama Bible	Bogus
poeNT	San Juan Atzingo Popoloca NT	Bogus
pohNT	Poqomchi' Occidental NT	Bogus
poiNT	Highland Popoluca NT	Bogus
polsz	Polish OPLNT	Bogus
polubg	Polish Updated Gdansk Bible	Bogus
pon	Pohnpeian NT & Psalms, old alphabet	Bogus
pon-pdn	Pohnpeian NT & Psalms, new alphabet	Bogus
pon2006	Pohnpeian Bible 2006	Bogus
pon2006a	Pohnpeian Bible with Apocrypha 2006	Bogus
porblt	Portuguese Free Bible for All	Bogus
porbr2018	Portuguese Bíblia Livre	NoTabEndingColumn
porbrbsl	World Portuguese Bible	Bogus
poronbv	Portuguese ONBV	Bogus
portft	Portuguese Translation for Translators	Bogus
poy	The New Testament in Pogoro	Bogus
ppo	Folopa NT	Bogus
prfNT	New Testament in Paranan (RP:prf:Paranan)	Bogus
priNT	Paicî NT	Bogus
ptp	Patep NT	Bogus
ptu	Bambam Bible	Bogus
pub	First Purum Bible Translation	Bogus
puu	Punu NT	Bogus
pwg	Gapapaiwa NT	Bogus
pwr	Powari NT	Bogus
qub	Huallaga Huánuco Quechua NT	Bogus
qucNNT	K'iche' Cantel NT, new spelling	Bogus
qucTNT	K'iche' Cantel NT, traditional spelling	Bogus
quctt	K’iche’ of Totonicapan NT	Bogus
qufNT	Lambayeque Quechua NT	Bogus
quhNT	South Bolivian Quechua NT	Bogus
qulNT	North Bolivian Quechua NT	Bogus
qupNT	Southern Pastaza Quechua NT	Bogus
qvcNT	Cajamarca Quechua NT	Bogus
qveNT	Eastern Apurímac Quechua NT	Bogus
qvhNT	Huamalíes-Dos de Mayo Huánuco Quechua NT	Bogus
qvmNT	Margos-Yarowilca-Lauricocha Quechua NT	Bogus
qvnNT	North Junín Quechua NT	Bogus
qvsNT	San Martín Quechua NT	Bogus
qvwNT	Huaylla Wanca Quechua NT	Bogus
qvzNT	Northern Pastaza Quichua NT	Bogus
qwhNT	Huaylas Ancash Quechua NT	Bogus
qxhNT	Panao Huánuco Quechua NT	Bogus
qxnNT	Northern Conchucos Ancash Quechua NT	Bogus
qxoNT	Southern Conchucos Ancash Quechua NT	Bogus
rai	Ramoaaina NT	Bogus
reg	Kara NT	NoTabEndingColumn
rei	Reli Bible	Bogus
rgu	Rote Rikou Bible	Bogus
rhg	Rohingya: Rohingya Bible Translation Project (Bible)	Bogus
rhgc	Rohingya: Kitabul Mukaddos or Injil Córif (Bible)	Bogus
rifa	Tarifit Bible (Arabic Script)	Bogus
rifl	Tarifit Bible Latin Script	Bogus
rift	Tarifit Bible Tifinagh Script	Bogus
rkbNT	Rikbaktsa NT	Bogus
rki	Rakhine Bible	Bogus
rmb	Rembarrnga Christmas Story	Bogus
rmc	Eastern Slovak Romani Bible	Bogus
rmczrb	Carpathian Romani Luke	Bogus
rmn	Balkan Romani Bible portions	Bogus
rmna	Balkans Arli Bible	Bogus
rmyArli	Arli Luke	Bogus
rmyChergash	Chergash NT	Bogus
rmyGurbet	Gurbet NT	Bogus
rmylovari	Lovari Vlax Romani Bible	Bogus
rmyservi	Servi Romani Bible portions	Bogus
rmyvlakh	Eastern Vlakh Romani	Bogus
ron1924	Romanian Bible (Cyrillic)	Bogus
ronBayash	Bayash Bible	Bogus
ronbtf	Romanian BTF Bible	Bogus
ronlsb	Romanian Free Holy Bible	Bogus
ronludari	Ludari Luke	Bogus
roo	Rotokas NT	Bogus
rop	Kriol Bible	Bogus
row	Rote Dela Bible	Bogus
rro	Waima NT	Bogus
ruf	Luguru NT	Bogus
rug	Roviana Bible	Bogus
russyn	Russian Synodal Bible	Bogus
rwo-karo	Rawa Karo NT	Bogus
rwo-rawa	Rawa NT	Bogus
sabNT	Buglere NT	NoTabEndingColumn
sanasm	Sanskrit New Testament in Assamese Script	Bogus
sanben	Sanskrit NT in Bengali Script	Bogus
sanbur	Sanskrit Language NT in Burmese Script	Bogus
sancol	New Testament in Sanskrit Language; printed in Cologne Script	Bogus
sandev	Sanskrit NT in Devanagari Script	Bogus
sanguj	Sanskrit NT in Gujarati Script	Bogus
sanhk	Sanskrit NT in Harvard-Kyoto Script	Bogus
sanias	New Testament in Sanskrit Language; printed in IAST Script	Bogus
saniso	Sanskrit NT in ISO Script	Bogus
sanitr	Sanskrit NT in ITRANS Script	Bogus
sankan	Sanskrit NT in Kannada Script	Bogus
sankhm	Sanskrit NT in Khmer Script	Bogus
sanmal	Sanskrit NT in Malayalam Script	Bogus
sanori	Sanskrit NT in Oriya Script	Bogus
sanpun	Sanskrit NT in Punjabi Script	Bogus
sansin	Sanskrit NT in Sinhala Script	Bogus
santam	Sanskrit NT in Tamil Script	Bogus
santel	Sanskrit NT in Telugu Script	Bogus
santha	Sanskrit NT in Thai Script	Bogus
santib	Sanskrit NT in Tibetan Script	Bogus
sanurd	Sanskrit NT in Urdu Script	Bogus
sanvel	Sanskrit NT in Velthuis Script	Bogus
sav	Saafi-Saafi Bible	Bogus
sbe	Saliba NT	Bogus
sbk	Safwa NT	Bogus
sbs	Kuhane NT	Bogus
sby	Soli NT	Bogus
sce	Donxian NT	Bogus
sch	Sakachep NT	Bogus
seh	Sena NT	Bogus
seyNT	Secoya NT	Bogus
sgb	Mag-antsi Ayta NT	Bogus
sgz	Sursurunga NT	Bogus
shj	Caning Bible Translation	Bogus
shpNTpo	Shipibo-Conibo Bible	NoTabEndingColumn
shr	Mashi Bible	Bogus
sim	Mende NT	Bogus
six	Somau Karia NT	Bogus
sjaNT	Epena NT	Bogus
sle	Sholaga NT	Bogus
slk	Slovak NT	Bogus
sll	Salt-Yui NT	Bogus
smkNT	Bolinao NT	Bogus
sna	Shona Bible	Bogus
snc	Sinaugoro NT	Bogus
snnNT	Siona NT	Bogus
snp	Siane Komongu NT	Bogus
snp-lambau	Siane Lambau NT	Bogus
snx	Sam Mark	Bogus
sny	Saniyo-Hiyewe NT	Bogus
som	Somali Bible	Bogus
soq	Kanasi NT	Bogus
soy	Sola NT	Bogus
spaRV1909	Reina Valera 1909	Bogus
spabes	La Biblia en Español Sencillo	Bogus
spablm	Spanish Free Bible for the World	Bogus
spaonbv	Spanish ONBV	Bogus
spapddpt	Spanish Bible (God's Word for You)	Bogus
sparvg	RVG Spanish Bible	Bogus
spav1602p	Spanish Valera Purificada	Bogus
spavbl	Spanish Free Bible Version	Bogus
spl	Selepet NT	Bogus
spm	Published Mark & Acts	Bogus
spp	Supyire Sénoufo NT	Bogus
sps	Saposa NT	Bogus
spyNT	Sabaot NT	Bogus
sri	Siriano NT	Bogus
srmNT	Saramaccan NT	Bogus
srnNT	Sranan NT	Bogus
srp1865	Serbian Bible	NoTabEndingColumn
srponspc	Serbian ONSP Cyrillic	Bogus
srponstl	Serbian ONST Latin	Bogus
srqNT	Sirionó NT	Bogus
ssd	Siroi Bible	Bogus
ssg	Seimat NT	Bogus
ssx	Sembeleke Bible	Bogus
stpNT	Southeastern Tepehuan NT	Bogus
stw	Satawalese: Pwapwior we e Santus (New Testament)	Bogus
sua	Sulka NT	Bogus
sue	Suena NT	Bogus
sur	Mwaghavul NT	Bogus
sus	Susu Bible	Bogus
susa	Susu Bible (Arabic script)	Bogus
suzBl	Sunwar Bible	Bogus
swe	Swedish NT	Bogus
swef	Swedish Folkbibleln	Bogus
swh1850	Swahili Bible	Bogus
swhonen	Kiswahili Contemporary Version	Bogus
swhonmm	Swahili ONMM	Bogus
swhulb	Swahili Unlocked Literal Bible	Bogus
swp	Suau Bible	Bogus
sxbNT	Suba NT	Bogus
tacNT	Western Tarahumara NT	Bogus
taj	Eastern Tamang NT	Bogus
tam2017	Tamil Indian Revised Version Bible	Bogus
tamtcv	Biblica® திறந்தநிலை தமிழ் சமகால பதிப்பு	Bogus
tap	Kitaabua NT	Bogus
tav	New Testament in Tatuyo	Bogus
taw	Tai NT	Bogus
tbc	Takia NT	Bogus
tbf	Mandara Bible	Bogus
tbg	North Tairora	Bogus
tbg-a	North Tairora Arau Bible	Bogus
tblNT	Tboli NT	Bogus
tbo	Tawala NT	NoTabEndingColumn
tbx	Kapin Bible	Bogus
tbzsim	Ditammari Bible	Bogus
tcaNT	Ticuna NT	Bogus
tcn	Tichurong: तिचुरोङ क्येला सारबा करारयि किताबतेबा (Bible with Deuterocanon)	Bogus
tcs	Yumplatok Bible	Bogus
tczchongthu	Chongthu Bible	Bogus
tdt	Tetun Dili NT	Bogus
tdx	Tandroy Bible	Bogus
teeNT	Huehuetla Tepehua NT	Bogus
tel2017	Telugu Indian Revised Version Bible	Bogus
telotsa	Telugu OTSA	Bogus
terNT	Terêna NT	Bogus
tet	Tetun Bible	Bogus
tew	Tewa NT	Bogus
tfrNTpo	Teribe Bible	Bogus
tgj	Tagin first Bible translation based on TEV (Good News)	Bogus
tgk	Tajik Bible	Bogus
tglulb	Tagalog Bible	Bogus
tgo	Sudest Bible Portions	Bogus
tgp	Tangoa NT	Bogus
thaKJV	Thai KJV Bible	Bogus
thd	Thayorre Bible Portions	Bogus
thr	Rana Tharu NT	Bogus
tif	Tifal NT	Bogus
tim	Timbe NT	Bogus
tiw	Tiwi Gospels	Bogus
tiwm	Tiwi Selections	Bogus
tiy	Tiruray NT	Bogus
tke	Takwane NT	Bogus
tkr	Tsakhur Bible	Bogus
tkuNT	Upper Necaxa Totonac	Bogus
tlf	Telefol NT	Bogus
tmd	Haruai NT	Bogus
tnaNT	Tacana NT	Bogus
tnc	Tanimuca-Retuarã NT portions	NoTabEndingColumn
tnk	Nafe NT	Bogus
tnn	North Tanna NT	Bogus
tnp	Whitesands NT	Bogus
tocNT	Coyutla Totonac NT	Bogus
tod	Toma Bible Portions	Bogus
tof	Gizrra Bible	Bogus
tojNT	Tojolabal NT	Bogus
ton	Revised West Version	Bogus
tooNT	Xicotepec De Juárez Totonac NT	Bogus
topNT	Papantla Totonac NT	Bogus
tosNT	Highland Totonac NT	Bogus
tpa	Taupota Mark	Bogus
tpi	Tok Pisin Bible with Deuterocanon	Bogus
tpiOTNT	Tok Pisin Bible	Bogus
tptNT	Tlachichilco Tepehua NT	Bogus
tpz	Tinputz Vasui NT	Bogus
trcNT	Copala Triqui NT	Bogus
tsn	Open Tswana Living NT	Bogus
tsw	Tsishingini OT	Bogus
tswNT	Tsishingini NT	Bogus
ttcNT	Tektiteko NT	Bogus
tte	Bwanabwana NT	Bogus
tteo	Bwanabwana OT	Bogus
tuc-o	Saveeng Oov Bible	Bogus
tuc-t	Saveeng Tuam Bible	Bogus
tue	Tuyuca NT	Bogus
tuf	Central Tunebo NT	Bogus
tuoNT	Tucano NT	Bogus
turobt	Open Basic Turkish New Testament	Bogus
turytc	Turkish WEB	Bogus
tvk	Southeast Ambrym Bible portions	Bogus
tvn	Tavoyan Bible	Bogus
tvt	Tutsa Naga NT	Bogus
twi	Akuapem Twi Bible	Bogus
twiasante	Asante Twi Bible	NoTabEndingColumn
txq	Rote Tii Bible	Bogus
txuNT	Kayapó NT	Bogus
tyx	Teke-Tyee NT	Bogus
tzjE	Eastern Tz'utujil NT	Bogus
tzjNT	Western Tz'utujil NT	Bogus
tzoNT	Tzotzil Huixtan NT	Bogus
tzoSA	San Andres Tzotzil NT	Bogus
tzoZNT	Tzotzil Zinacantan NT	Bogus
tzotzc	Tzotzil de Chamula NT	Bogus
tzotze	Tzotzil de Chenalhó NT	Bogus
ubr	Ubir Bible	Bogus
ubu-andelale	Umbu-Ungu Andelale NT	Bogus
ubu-kala	Umbu-Ungu Kala NT	Bogus
ubu-nopenge	Umbu-Ungu No Penge NT	Bogus
udu	Uduk Bible	Bogus
uigara	Uyghur Bible (arabic script)	Bogus
uigcyr	Uyghur Bible (cyrillic script)	Bogus
uiglat	Uyghur Bible (modern latin script)	Bogus
uigpin	Uyghur Bible (former latin script)	Bogus
ukr1871	Ukrainian Bible by P. Kulish	Bogus
ukr1996	Ukrainian Bible, BJU 1996	Bogus
ukrfb	Ukrainian Freedom Bible	Bogus
ukronpu	New Ukranian Translation NT with Psalms	Bogus
uli	Ulithian NT	Bogus
ulk	Meriam Mir Bible	Bogus
ulk1902	Meriam Mir Bible	Bogus
unx	Munda NT	Bogus
upv	Uripiv New Testament	Bogus
uraNT	Urarina NT	Bogus
urbNT	Kaapor NT	Bogus
urd	Urdu IRV Bible	Bogus
urdgvh	Urdu Geo Bible, Hindi Script	Bogus
urdgvr	The Holy Bible in Urdu, Urdu Geo Version, Roman Script	Bogus
urdgvu	Urdu Geo Bible (Urdu Script)	Bogus
urdoucv	Urdu: Biblica® آزادانہ اردو ہم عصر ترجمہ (Bible)	NoTabEndingColumn
uri	Urim: Wurkapm a Maur Wailen Portions	Bogus
urim	Urim NT	Bogus
uro	Ura NT	Bogus
urt	Urat New Testament	Bogus
urw	Sop Jonah and Luke	Bogus
usa	Usarufa Bible	Bogus
uspNT	Uspanteko NT	Bogus
utr	Etulo NT	Bogus
uvh	Urii NT	Bogus
uvl	Lote Bible	Bogus
vaa	Vaagri Booli NT	Bogus
vgr	Vaghri NT	Bogus
vid	Vidunda NT	Bogus
vie1934	Vietnamese Bible 1923	Bogus
vieovcb	Vietnamese Contemporary Bible	Bogus
viv	Iduna NT	Bogus
vmyNT	NT in Ayautla Mazateco	Bogus
waj	Waffa NT	Bogus
wal	Wolaytta Bible	Bogus
wapNT	Wapishana NT	Bogus
wat	Kaninuwa Bible	Bogus
wbi	Vwanji NT	Bogus
wbp	Warlpiri Bible	Bogus
wbq	Waddar Bible	Bogus
wed	Wedau Mark	Bogus
wed-topura	Wedau Topura Mark	Bogus
wer	Weri NT	Bogus
wim	Wik-Mungkan NT	Bogus
wiu	Witu NT	Bogus
wiv	Vitu NT	Bogus
wja	Waja Bible	Bogus
wlg	Kunbarlang Bible Portions	Bogus
wlo	Wolio: Kitabi Momangkilona Wolio (New Testament with )	Bogus
wmt	Walmajarri Bible	Bogus
wmw	Mwani NT	NoTabEndingColumn
wnc	Wantoat NT	Bogus
wnu	Usan NT	Bogus
wol2010	Wolof NT 2010	Bogus
wolmbs	Wolof Bible (MBS)	Bogus
wos	Hanga Hundi Bible	Bogus
wrk	Garrwa Shorter New Testament	Bogus
wro	Worrorra Mark and Luke	Bogus
wrs	Waris Bible	Bogus
wsk	Waskia Bible	Bogus
wuv	Wuvalu-Aua NT	Bogus
xavNT	Xavánte NT	Bogus
xbi-w	Kombio Wampukuamp Bible	Bogus
xbi-y	Kombio Yanimoi Bible	Bogus
xed	Hdi NT	Bogus
xla	Kamula Bible	Bogus
xnj	Ngoni NT	Bogus
xnn	New Testament in Kankanay, Northern	Bogus
xon	Konkomba	Bogus
xsi	Sio NT  with  Psalms	Bogus
xsn	Sanga Bible	Bogus
xtdNT	Diuxi-tilantongo Mixtec NT	Bogus
xtmNTpp	Magdalena Peñasco Mixtec Bible	Bogus
yaaNT	Yaminahua NT	Bogus
yadNT	Yagua NT	Bogus
yaf	Yaka NT	Bogus
yal	Yalunka Bible	Bogus
yao	Yao NT	Bogus
yap	Yapese Bible	Bogus
yaqNT	Yaqui NT	Bogus
yby	Yaweyuha NT	Bogus
ycn	Yucuna NT	Bogus
ydd	Eastern Yiddish NT	Bogus
yer	The Holy Bible in the Tarok language of Nigeria	Bogus
yij	Yindjibarndi Luke	Bogus
yka	Yakan Bible	NoTabEndingColumn
yle	Rossel NT	Bogus
yml	Iamalele NT	Bogus
ymp	Yamap NT	Bogus
yns	Yansi NT	Bogus
yom	Yombe: Biblica® Open Nkanda wu Moyo, Nguizani Yimona ayi Minkunga 2002 (Bible)	Bogus
yon	Yongkom NT  with  partial OT	Bogus
yor	Yoruba Bible	Bogus
yrb	Yareba NT	Bogus
yreNT	Yaouré NT	Bogus
yss-yamano	Yessan-Mayo Yamano NT	Bogus
yss-yawu	Yessan-Mayo Yawu NT	Bogus
yuj	Karkar-Yuri NT	Bogus
yut	Yopno NT & Psalms	Bogus
yuw	Yau NT	Bogus
yvaNT	Yawa NT	Bogus
zaaNT	Sierra de Juárez Zapotec NT	Bogus
zabNT	San Juan Guelavía Zapotec	Bogus
zacNT	Ocotlán Zapotec	Bogus
zadNT	Cajonos Zapotec NT	Bogus
zaiNT	Isthmus Zapotec NT	Bogus
zaj	Zaramo Bible	Bogus
zajp	Zaramo: Bibilia ya Kizalamo (Bible)	Bogus
zak	Zanaki NT	Bogus
zamNT	Miahuatlán Zapotec NT	Bogus
zaoNT	Ozolotepec Zapotec NT	Bogus
zapNT	Santa María Quiegolani Zapotec NT	Bogus
zarNT	Rincón Zapotec NT	Bogus
zasNT	Santo Domingo Albarradas Zapotec NT	Bogus
zatNTps	Tabaa Zapotec NT & Psalms	Bogus
zavNT	Yatzachi Zapotec NT	Bogus
zawNT	Mitla Zapotec NT	Bogus
zbu	Bu NT	Bogus
zcaNT	Coatecas Altas Zapotec	Bogus
zgam	Mahanji NT	Bogus
zia	Zia NT	Bogus
zin	Zinza NT	Bogus
ziw	Zigua New Testament	Bogus
zlmKSZI	Contextualized Malay NT	Bogus
zosNT	Francisco León Zoque NT	Bogus
zpcNT	Choapan Zapotec NT	Bogus
zplNT	Lachixío Zapotec NT	Bogus
zpmNT	Mixtepec Zapotec NT	Bogus
zpoNT	Amatlán Zapotec NT	Bogus
zpqNT	Zoogocho Zapotec NT	Bogus
zpuNT	Yalálag Zapotec NT	Bogus
zpvNT	Chichicapan Zapotec NT	Bogus
zpzNTpp	Texmelucan Zapotec Bible	Bogus
zsrNT	Southern Rincon Zapotec NT	Bogus
ztp	Loxicha Zapotec NT	Bogus
ztqNT	Quioquitani-Quierí Zapotec NT	Bogus
ztyNTps	Yatee Zapotec NT & Psalms	Bogus
zypNT	Zyphe Chin NT	Bogus
